id_producto,canal,periodo,año,mes,campaña,tipo_campaña,demanda,descuento_promedio_periodo,nombre,categoria,subcategoria,marca,demanda_mes_anterior,descuento_promedio_mes_anterior,demanda_misma_campaña_año_anterior,descuento_promedio_misma_campaña_año_anterior
1,Tienda,2023-05,2023,Mayo,Día de la Madre,Familiar,7,0.087,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,13.0,0.0709,,
1,Tienda,2025-12,2025,Diciembre,Navidad,Festiva,54,0.1059,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,17.0,0.0984,79.0,0.0899
1,Tienda,2025-05,2025,Mayo,Normal,Regular,4,0.0524,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,5.0,0.016,14.0,0.0368
1,Tienda,2024-05,2024,Mayo,Día de la Madre,Familiar,4,0.0548,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,15.0,0.0491,7.0,0.087
1,Tienda,2024-11,2024,Noviembre,Cyber Wow Noviembre,Digital,2,0.1144,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,0.0,0.0
1,Tienda,2025-05,2025,Mayo,Día de la Madre,Familiar,5,0.1476,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,5.0,0.016,4.0,0.0548
1,Tienda,2025-04,2025,Abril,Cyber Wow Abril,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,3.0,0.04,0.0,0.0
1,Tienda,2025-08,2025,Agosto,Normal,Regular,2,0.0542,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,34.0,0.0977,0.0,0.0
1,Tienda,2024-07,2024,Julio,Cyber Wow Julio,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,12.0,0.0545,0.0,0.0
1,Tienda,2025-07,2025,Julio,Fiestas Patrias,Festiva,34,0.0977,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,16.0,0.1066,49.0,0.0786
1,Tienda,2025-01,2025,Enero,Normal,Regular,7,0.0836,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,79.0,0.0899,22.0,0.0432
1,Tienda,2025-06,2025,Junio,Día del Padre,Familiar,8,0.1871,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,9.0,0.0842,8.0,0.0712
1,Tienda,2023-01,2023,Enero,Normal,Regular,2,0.0615,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,,,,
1,Tienda,2024-11,2024,Noviembre,Normal,Regular,1,0.0188,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,10.0,0.0548
1,Tienda,2023-10,2023,Octubre,Normal,Regular,11,0.0367,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,9.0,0.0452,,
1,Tienda,2025-09,2025,Septiembre,Normal,Regular,1,0.0884,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,2.0,0.0542,7.0,0.0474
1,Tienda,2024-08,2024,Agosto,Normal,Regular,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,49.0,0.0786,4.0,0.0479
1,Tienda,2023-08,2023,Agosto,Normal,Regular,4,0.0479,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,37.0,0.0848,,
1,Tienda,2024-07,2024,Julio,Fiestas Patrias,Festiva,49,0.0786,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,12.0,0.0545,37.0,0.0848
1,Tienda,2024-11,2024,Noviembre,Black Friday,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,2.0,0.1042
1,Tienda,2024-06,2024,Junio,Normal,Regular,4,0.0462,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,18.0,0.0428,0.0,0.0
1,Tienda,2023-11,2023,Noviembre,Normal,Regular,10,0.0548,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,11.0,0.0367,,
1,Tienda,2023-07,2023,Julio,Fiestas Patrias,Festiva,37,0.0848,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,,
1,Tienda,2023-11,2023,Noviembre,Cyber Wow Noviembre,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,11.0,0.0367,,
1,Tienda,2024-04,2024,Abril,Cyber Wow Abril,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,0.0,0.0
1,Tienda,2024-02,2024,Febrero,Campaña Escolar,Escolar,2,0.0366,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,22.0,0.0432,4.0,0.03
1,Tienda,2025-07,2025,Julio,Cyber Wow Julio,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,16.0,0.1066,0.0,0.0
1,Tienda,2023-03,2023,Marzo,Campaña Escolar,Escolar,5,0.0621,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,4.0,0.03,,
1,Tienda,2023-06,2023,Junio,Día del Padre,Familiar,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,9.0,0.0724,,
1,Tienda,2024-04,2024,Abril,Normal,Regular,15,0.0491,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,13.0,0.0709
1,Tienda,2025-11,2025,Noviembre,Normal,Regular,6,0.043,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,9.0,0.0658,1.0,0.0188
1,Tienda,2023-04,2023,Abril,Normal,Regular,13,0.0709,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,5.0,0.0621,,
1,Tienda,2025-11,2025,Noviembre,Cyber Wow Noviembre,Digital,4,0.183,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,9.0,0.0658,2.0,0.1144
1,Tienda,2023-05,2023,Mayo,Normal,Regular,2,0.0433,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,13.0,0.0709,,
1,Tienda,2023-11,2023,Noviembre,Black Friday,Digital,2,0.1042,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,11.0,0.0367,,
1,Tienda,2025-03,2025,Marzo,Campaña Escolar,Escolar,3,0.04,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,0.0,0.0
1,Tienda,2024-06,2024,Junio,Día del Padre,Familiar,8,0.0712,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,18.0,0.0428,0.0,0.0
1,Tienda,2024-01,2024,Enero,Normal,Regular,22,0.0432,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,32.0,0.0993,2.0,0.0615
1,Tienda,2024-09,2024,Septiembre,Normal,Regular,7,0.0474,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,9.0,0.0452
1,Tienda,2025-10,2025,Octubre,Normal,Regular,9,0.0658,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,1.0,0.0884,0.0,0.0
1,Tienda,2024-10,2024,Octubre,Normal,Regular,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,7.0,0.0474,11.0,0.0367
1,Tienda,2023-09,2023,Septiembre,Normal,Regular,9,0.0452,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,4.0,0.0479,,
1,Tienda,2023-07,2023,Julio,Cyber Wow Julio,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,0.0,0.0,,
1,Tienda,2025-11,2025,Noviembre,Black Friday,Digital,7,0.1393,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,9.0,0.0658,0.0,0.0
1,Tienda,2023-04,2023,Abril,Cyber Wow Abril,Digital,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,5.0,0.0621,,
1,Tienda,2023-02,2023,Febrero,Campaña Escolar,Escolar,4,0.03,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,2.0,0.0615,,
1,Tienda,2023-06,2023,Junio,Normal,Regular,0,0.0,Gaseosas Pukara 158,Bebidas,Gaseosas,Pukara,9.0,0.0724,,
2,Web,2025-06,2025,Junio,Normal,Regular,3,0.0361,Bloqueador Solar Ayni 813,Cuidado Personal,Bloqueador Solar,Ayni,14.0,0.0552,1.0,0.0523
2,Web,2025-04,2025,Abril,Normal,Regular,1,0.0547,Bloqueador Solar Ayni 813,Cuidado Personal,Bloqueador Solar,Ayni,10.0,0.1352,1.0,0.0422
2,Web,2024-05,2024,Mayo,Normal,Regular,1,0.079,Bloqueador Solar Ayni 813,Cuidado Personal,Bloqueador Solar,Ayni,9.0,0.1094,0.0,0.0
2,Web,2024-03,2024,Marzo,Campaña Escolar,Escolar,3,0.0829,Bloqueador Solar Ayni 813,Cuidado Personal,Bloqueador Solar,Ayni,2.0,0.0732,0.0,0.0
2,Web,2023-12,2023,Diciembre,Navidad,Festiva,3,0.1142,Bloqueador Solar Ayni 813,Cuidado Personal,Bloqueador Solar,Ayni,13.0,0.1739,,
