nombre,canal,campaña,año,mes,demanda_real,prediccion_random_forest,error_absoluto
Juguetes Educativos Sumaq 998,Tienda,Normal,2025,Agosto,1.0,4.501311675112839,3.501311675112839
Juguetes Educativos Sumaq 998,Tienda,Fiestas Patrias,2025,Julio,1.0,5.7214257117169405,4.7214257117169405
Juguetes Educativos Sumaq 998,Tienda,Normal,2025,Enero,0.0,5.241195507221895,5.241195507221895
Juguetes Educativos Sumaq 998,Tienda,Día del Padre,2025,Junio,0.0,1.5816940310577052,1.5816940310577052
Juguetes Educativos Sumaq 998,Tienda,Normal,2025,Septiembre,1.0,6.372866229713111,5.372866229713111
Juguetes Educativos Sumaq 998,Tienda,Cyber Wow Julio,2025,Julio,0.0,0.938992735677246,0.938992735677246
Juguetes Educativos Sumaq 998,Tienda,Normal,2025,Noviembre,2.0,4.406866803403705,2.4068668034037053
Juguetes Educativos Sumaq 998,Tienda,Cyber Wow Noviembre,2025,Noviembre,1.0,0.7917834732909267,0.2082165267090733
Juguetes Educativos Sumaq 998,Tienda,Campaña Escolar,2025,Marzo,3.0,5.000115459078877,2.0001154590788772
Juguetes Educativos Sumaq 998,Tienda,Normal,2025,Octubre,3.0,5.5393619306079325,2.5393619306079325
Juguetes Educativos Sumaq 998,Tienda,Black Friday,2025,Noviembre,0.0,0.970791168974322,0.970791168974322
Aceite Illari 698,Web,Normal,2025,Junio,0.0,3.4108810382985304,3.4108810382985304
Aceite Illari 698,Web,Normal,2025,Abril,2.0,3.935240188551917,1.935240188551917
Aceite Illari 698,Web,Campaña Escolar,2025,Febrero,0.0,1.0750211527732365,1.0750211527732365
Aceite Illari 698,Web,Navidad,2025,Diciembre,49.0,28.781759824111226,20.218240175888774
Aceite Illari 698,Web,Normal,2025,Mayo,2.0,3.2385227288418785,1.2385227288418785
Aceite Illari 698,Web,Día de la Madre,2025,Mayo,0.0,2.1957162248240243,2.1957162248240243
Aceite Illari 698,Web,Cyber Wow Abril,2025,Abril,0.0,0.6999862668351997,0.6999862668351997
Aceite Illari 698,Web,Normal,2025,Agosto,3.0,2.0564922748300427,0.9435077251699573
Aceite Illari 698,Web,Fiestas Patrias,2025,Julio,22.0,14.858849448731151,7.141150551268849
Aceite Illari 698,Web,Normal,2025,Enero,2.0,4.234525966481987,2.2345259664819874
Aceite Illari 698,Web,Día del Padre,2025,Junio,0.0,2.3128334823818033,2.3128334823818033
Aceite Illari 698,Web,Normal,2025,Septiembre,3.0,3.7445212479961203,0.7445212479961203
Aceite Illari 698,Web,Cyber Wow Julio,2025,Julio,0.0,0.7758923882422337,0.7758923882422337
Aceite Illari 698,Web,Normal,2025,Noviembre,3.0,1.9880593748162072,1.0119406251837928
Aceite Illari 698,Web,Cyber Wow Noviembre,2025,Noviembre,0.0,0.5056805148550236,0.5056805148550236
Aceite Illari 698,Web,Campaña Escolar,2025,Marzo,0.0,1.1579053969331141,1.1579053969331141
Aceite Illari 698,Web,Normal,2025,Octubre,3.0,4.4661135148582325,1.4661135148582325
Aceite Illari 698,Web,Black Friday,2025,Noviembre,0.0,1.3447361391533141,1.3447361391533141
Aceite Illari 698,App,Normal,2025,Junio,7.0,2.195723321227859,4.8042766787721405
Aceite Illari 698,App,Normal,2025,Abril,0.0,3.5123903776352523,3.5123903776352523
Aceite Illari 698,App,Campaña Escolar,2025,Febrero,0.0,1.3595067528828417,1.3595067528828417
Aceite Illari 698,App,Navidad,2025,Diciembre,25.0,16.5674721410103,8.432527858989701
Aceite Illari 698,App,Normal,2025,Mayo,0.0,2.5421989338426965,2.5421989338426965
Aceite Illari 698,App,Día de la Madre,2025,Mayo,4.0,1.3993146617012484,2.6006853382987516
Aceite Illari 698,App,Cyber Wow Abril,2025,Abril,0.0,1.1546466955404606,1.1546466955404606
Aceite Illari 698,App,Normal,2025,Agosto,12.0,2.8495177197984582,9.150482280201542
Aceite Illari 698,App,Fiestas Patrias,2025,Julio,14.0,10.595886260079448,3.404113739920552
Aceite Illari 698,App,Normal,2025,Enero,0.0,2.1910288882136872,2.1910288882136872
Aceite Illari 698,App,Día del Padre,2025,Junio,0.0,0.8504205837856387,0.8504205837856387
Aceite Illari 698,App,Normal,2025,Septiembre,1.0,2.388733026677084,1.3887330266770839
Aceite Illari 698,App,Cyber Wow Julio,2025,Julio,0.0,1.2013663662778533,1.2013663662778533
Aceite Illari 698,App,Normal,2025,Noviembre,9.0,2.583492939875277,6.416507060124723
Aceite Illari 698,App,Cyber Wow Noviembre,2025,Noviembre,0.0,1.6708344359160878,1.6708344359160878
Aceite Illari 698,App,Campaña Escolar,2025,Marzo,0.0,1.5073191710578766,1.5073191710578766
Aceite Illari 698,App,Normal,2025,Octubre,7.0,3.365490556893487,3.634509443106513
Aceite Illari 698,App,Black Friday,2025,Noviembre,0.0,1.8131684132858374,1.8131684132858374
Aceite Illari 698,Tienda,Normal,2025,Junio,3.0,5.870288909976905,2.870288909976905
Aceite Illari 698,Tienda,Normal,2025,Abril,19.0,9.466136252564974,9.533863747435026
Aceite Illari 698,Tienda,Campaña Escolar,2025,Febrero,0.0,5.827237008150051,5.827237008150051
Aceite Illari 698,Tienda,Navidad,2025,Diciembre,62.0,23.429073858419265,38.570926141580735
Aceite Illari 698,Tienda,Normal,2025,Mayo,12.0,6.412627954451319,5.587372045548681
Aceite Illari 698,Tienda,Día de la Madre,2025,Mayo,0.0,2.582111746891745,2.582111746891745
Aceite Illari 698,Tienda,Cyber Wow Abril,2025,Abril,0.0,0.7454704183896037,0.7454704183896037
Aceite Illari 698,Tienda,Normal,2025,Agosto,18.0,10.302536000413836,7.697463999586164
Aceite Illari 698,Tienda,Fiestas Patrias,2025,Julio,58.0,41.990906932377946,16.009093067622054
Aceite Illari 698,Tienda,Normal,2025,Enero,2.0,7.591976255216654,5.591976255216654
Aceite Illari 698,Tienda,Día del Padre,2025,Junio,3.0,3.114051604190054,0.11405160419005389
Aceite Illari 698,Tienda,Normal,2025,Septiembre,10.0,9.774831293510502,0.22516870648949805
Aceite Illari 698,Tienda,Cyber Wow Julio,2025,Julio,4.0,0.5150185254147914,3.484981474585209
Aceite Illari 698,Tienda,Normal,2025,Noviembre,13.0,7.370751744468223,5.629248255531777
Aceite Illari 698,Tienda,Cyber Wow Noviembre,2025,Noviembre,0.0,1.295217560275064,1.295217560275064
Aceite Illari 698,Tienda,Campaña Escolar,2025,Marzo,1.0,6.5625726246167515,5.5625726246167515
Aceite Illari 698,Tienda,Normal,2025,Octubre,1.0,9.896016995425406,8.896016995425406
Aceite Illari 698,Tienda,Black Friday,2025,Noviembre,0.0,1.5928318987209698,1.5928318987209698
Lavadora Tambo 797,Web,Normal,2025,Junio,0.0,1.1222741039903419,1.1222741039903419
Lavadora Tambo 797,Web,Normal,2025,Abril,2.0,1.800818333162263,0.19918166683773708
Lavadora Tambo 797,Web,Campaña Escolar,2025,Febrero,0.0,3.298582297135177,3.298582297135177
Lavadora Tambo 797,Web,Navidad,2025,Diciembre,2.0,6.881859954882907,4.881859954882907
Lavadora Tambo 797,Web,Normal,2025,Mayo,1.0,1.0045504578348174,0.004550457834817445
Lavadora Tambo 797,Web,Día de la Madre,2025,Mayo,1.0,1.1795208156443866,0.1795208156443866
Lavadora Tambo 797,Web,Cyber Wow Abril,2025,Abril,18.0,4.7951618302299,13.204838169770099
Lavadora Tambo 797,Web,Normal,2025,Agosto,1.0,2.067385413046022,1.067385413046022
Lavadora Tambo 797,Web,Fiestas Patrias,2025,Julio,0.0,2.2773162231435484,2.2773162231435484
Lavadora Tambo 797,Web,Normal,2025,Enero,0.0,1.4498496302717732,1.4498496302717732
Lavadora Tambo 797,Web,Día del Padre,2025,Junio,1.0,1.1538323844831169,0.15383238448311687
Lavadora Tambo 797,Web,Normal,2025,Septiembre,1.0,1.5651564754009084,0.5651564754009084
Lavadora Tambo 797,Web,Cyber Wow Julio,2025,Julio,14.0,8.73562370655627,5.26437629344373
Lavadora Tambo 797,Web,Normal,2025,Noviembre,1.0,1.2607194896949538,0.26071948969495384
Lavadora Tambo 797,Web,Cyber Wow Noviembre,2025,Noviembre,19.0,7.5398400582884175,11.460159941711582
Lavadora Tambo 797,Web,Campaña Escolar,2025,Marzo,0.0,1.2202614058690286,1.2202614058690286
Lavadora Tambo 797,Web,Normal,2025,Octubre,2.0,1.9417649362849303,0.0582350637150697
Lavadora Tambo 797,Web,Black Friday,2025,Noviembre,14.0,11.036432469244296,2.9635675307557037
Lavadora Tambo 797,App,Normal,2025,Junio,1.0,0.9182063480161213,0.08179365198387867
Lavadora Tambo 797,App,Normal,2025,Abril,3.0,1.2265538645530214,1.7734461354469786
Lavadora Tambo 797,App,Campaña Escolar,2025,Febrero,1.0,0.8760345934206483,0.12396540657935173
Lavadora Tambo 797,App,Navidad,2025,Diciembre,7.0,3.2010343401774763,3.7989656598225237
Lavadora Tambo 797,App,Normal,2025,Mayo,0.0,1.0616826938558221,1.0616826938558221
Lavadora Tambo 797,App,Día de la Madre,2025,Mayo,0.0,0.7607852132322478,0.7607852132322478
Lavadora Tambo 797,App,Cyber Wow Abril,2025,Abril,17.0,4.765956818342255,12.234043181657745
Lavadora Tambo 797,App,Normal,2025,Agosto,2.0,1.2138222932318365,0.7861777067681635
Lavadora Tambo 797,App,Fiestas Patrias,2025,Julio,3.0,1.1968151967333924,1.8031848032666076
Lavadora Tambo 797,App,Normal,2025,Enero,0.0,0.9940446221851208,0.9940446221851208
Lavadora Tambo 797,App,Día del Padre,2025,Junio,0.0,1.8086047054155816,1.8086047054155816
Lavadora Tambo 797,App,Normal,2025,Septiembre,2.0,1.2236822609150324,0.7763177390849676
Lavadora Tambo 797,App,Cyber Wow Julio,2025,Julio,7.0,7.28332601438026,0.2833260143802603
Lavadora Tambo 797,App,Normal,2025,Noviembre,0.0,1.1687200535243771,1.1687200535243771
Lavadora Tambo 797,App,Cyber Wow Noviembre,2025,Noviembre,14.0,7.600541938972852,6.399458061027148
Lavadora Tambo 797,App,Campaña Escolar,2025,Marzo,0.0,1.305119211672433,1.305119211672433
Lavadora Tambo 797,App,Normal,2025,Octubre,1.0,1.2199623897453882,0.21996238974538818
Lavadora Tambo 797,App,Black Friday,2025,Noviembre,15.0,2.6324910381749698,12.367508961825031
Lavadora Tambo 797,Tienda,Normal,2025,Junio,1.0,2.5198458733542917,1.5198458733542917
Lavadora Tambo 797,Tienda,Normal,2025,Abril,3.0,4.537558891483413,1.537558891483413
Lavadora Tambo 797,Tienda,Campaña Escolar,2025,Febrero,1.0,4.163821553104217,3.163821553104217
Lavadora Tambo 797,Tienda,Navidad,2025,Diciembre,9.0,12.72534926550136,3.725349265501359
Lavadora Tambo 797,Tienda,Normal,2025,Mayo,4.0,2.0078191486614423,1.9921808513385577
Lavadora Tambo 797,Tienda,Día de la Madre,2025,Mayo,3.0,1.8904112836895246,1.1095887163104754
Lavadora Tambo 797,Tienda,Cyber Wow Abril,2025,Abril,5.0,2.1419802184659895,2.8580197815340105
Lavadora Tambo 797,Tienda,Normal,2025,Agosto,5.0,3.2077980447640186,1.7922019552359814
Lavadora Tambo 797,Tienda,Fiestas Patrias,2025,Julio,1.0,3.537981439422118,2.537981439422118
Lavadora Tambo 797,Tienda,Normal,2025,Enero,1.0,5.787781984842058,4.787781984842058
Lavadora Tambo 797,Tienda,Día del Padre,2025,Junio,2.0,1.9174671922767503,0.08253280772324967
Lavadora Tambo 797,Tienda,Normal,2025,Septiembre,1.0,4.1558949914930885,3.1558949914930885
