variable,importancia,importancia_porcentaje,variable_original
marca_Wayra,0.000564484619984581,0.0564484619984581,marca
campaña_Día del Padre,0.0005569636248644323,0.055696362486443225,campaña
mes_Octubre,0.0005488929229853895,0.05488929229853896,mes
subcategoria_Conservas,0.0005474547816346057,0.05474547816346057,subcategoria
subcategoria_Cuadernos,0.0005457026416486434,0.05457026416486434,subcategoria
mes_Abril,0.0005441275711933016,0.054412757119330156,mes
subcategoria_Jeans,0.000532053690855232,0.053205369085523195,subcategoria
marca_Ayni,0.000519547388399824,0.0519547388399824,marca
subcategoria_Freidora de Aire,0.0005173465166425997,0.05173465166425997,subcategoria
subcategoria_Camisas,0.0005152162618204786,0.05152162618204786,subcategoria
subcategoria_Perfumería,0.0005149670966317552,0.051496709663175516,subcategoria
mes_Septiembre,0.0004980497268030084,0.04980497268030084,mes
mes_Agosto,0.0004900262930069217,0.04900262930069217,mes
marca_Pukara,0.00048249110127796647,0.048249110127796646,marca
subcategoria_Televisor,0.0004761993441486232,0.04761993441486232,subcategoria
marca_Sumaq,0.0004658002535802621,0.04658002535802621,marca
subcategoria_Tablets,0.0004608166395197037,0.04608166395197037,subcategoria
marca_Tambo,0.0004580441351496487,0.04580441351496487,marca
subcategoria_Menestras,0.000457323338892152,0.0457323338892152,subcategoria
marca_Rumi,0.00044319205859968415,0.044319205859968416,marca
marca_Illari,0.00043568579616054743,0.043568579616054745,marca
subcategoria_Laptops,0.00042034891326083904,0.04203489132608391,subcategoria
marca_Killa,0.00040902916846610277,0.04090291684661028,marca
subcategoria_Ropa Deportiva,0.0004050197536053127,0.040501975360531274,subcategoria
subcategoria_Casacas,0.00040150778550995765,0.04015077855099577,subcategoria
subcategoria_Fideos,0.00039548258634929535,0.039548258634929535,subcategoria
marca_SolRetail,0.0003893674051786167,0.03893674051786167,marca
subcategoria_Bloques,0.00038068997025510556,0.03806899702551056,subcategoria
marca_Qori,0.000375924579521703,0.037592457952170304,marca
marca_Andesol,0.0003632778338497462,0.036327783384974624,marca
mes_Enero,0.0003626661066253001,0.03626661066253001,mes
subcategoria_Juguetes Educativos,0.0003554578947750104,0.03554578947750104,subcategoria
subcategoria_Vestidos,0.0003525109794693853,0.03525109794693853,subcategoria
marca_NortePlus,0.00033512169187787543,0.033512169187787544,marca
subcategoria_Zapatos Casuales,0.00033344236703581004,0.033344236703581005,subcategoria
campaña_Cyber Wow Abril,0.00033252944417175333,0.033252944417175336,campaña
marca_IntiMax,0.00031743140190880633,0.031743140190880634,marca
subcategoria_Útiles Escolares,0.0003136845384212746,0.031368453842127456,subcategoria
subcategoria_Energizantes,0.0003104225386066258,0.03104225386066258,subcategoria
subcategoria_Infusiones,0.00030921733023522516,0.030921733023522517,subcategoria
marca_Kawsay,0.00030231080933547177,0.030231080933547178,marca
marca_Misti,0.00030147121317375804,0.030147121317375805,marca
marca_InkaHome,0.00029920519406689854,0.029920519406689855,marca
subcategoria_Parrillas,0.0002854593737740789,0.02854593737740789,subcategoria
subcategoria_Lavadora,0.00028213976568849437,0.028213976568849438,subcategoria
marca_Altura,0.0002745861791769695,0.027458617917696947,marca
subcategoria_Refrigeradora,0.00027249574911835875,0.027249574911835876,subcategoria
subcategoria_Audífonos,0.00027232852714586983,0.02723285271458698,subcategoria
subcategoria_Lapiceros,0.00025173930987249725,0.025173930987249724,subcategoria
subcategoria_Monitores,0.0002465088126663794,0.02465088126663794,subcategoria
subcategoria_Detergente,0.00023760363491795883,0.023760363491795885,subcategoria
marca_Nativa,0.00022904839702328402,0.022904839702328404,marca
subcategoria_Sandalias,0.00022219208028193997,0.022219208028193996,subcategoria
campaña_Cyber Wow Noviembre,0.00019930463983824104,0.019930463983824104,campaña
subcategoria_Agua,0.0001977879984574918,0.019778799845749182,subcategoria
subcategoria_Microondas,0.00019694632426105427,0.019694632426105425,subcategoria
marca_CostaSur,0.00018808099997943801,0.018808099997943802,marca
subcategoria_Escritorios,0.00018202991560834633,0.018202991560834634,subcategoria
subcategoria_Shampoo,0.00017389681647796083,0.017389681647796085,subcategoria
subcategoria_Muñecos,0.00017143727019234114,0.017143727019234112,subcategoria
campaña_Cyber Wow Julio,0.00016898948972665789,0.01689894897266579,campaña
marca_Pacífico,0.00015822058144119688,0.01582205814411969,marca
subcategoria_Juegos de Mesa,0.00015223345633506844,0.015223345633506843,subcategoria
subcategoria_Ropa de Verano,0.00014957036297977172,0.014957036297977172,subcategoria
subcategoria_Sillas de Oficina,0.00014403048711050516,0.014403048711050515,subcategoria
subcategoria_Lavavajilla,0.00014368058910104128,0.014368058910104129,subcategoria
subcategoria_Desinfectante,0.0001417490012585356,0.014174900125853561,subcategoria
subcategoria_Sábanas,0.00014135516014771675,0.014135516014771674,subcategoria
subcategoria_Licuadora,0.00013407335045653146,0.013407335045653146,subcategoria
subcategoria_Teclados,0.00013045977516252705,0.013045977516252706,subcategoria
subcategoria_Crema Dental,0.00012706805088133485,0.012706805088133485,subcategoria
subcategoria_Ollas,0.00012310574041170987,0.012310574041170986,subcategoria
subcategoria_Bloqueador Solar,0.00012012091656780688,0.012012091656780688,subcategoria
subcategoria_Lejía,0.00011957388064042356,0.011957388064042356,subcategoria
subcategoria_Suavizante,0.00011821739749875034,0.011821739749875035,subcategoria
subcategoria_Jabón,0.00011791826635679611,0.011791826635679611,subcategoria
subcategoria_Impresoras,0.0001086645565638347,0.010866455656383469,subcategoria
subcategoria_Desodorante,0.00010356627093647374,0.010356627093647375,subcategoria
subcategoria_Toallas,9.501145464443239e-05,0.009501145464443238,subcategoria
subcategoria_Archivadores,7.531704783635904e-05,0.007531704783635905,subcategoria
subcategoria_Botines,7.359794657208792e-05,0.007359794657208792,subcategoria
subcategoria_Carros de Juguete,6.4578823056641e-05,0.0064578823056641,subcategoria
subcategoria_Mouse,5.800398807969554e-05,0.005800398807969554,subcategoria
nombre_Perfumería Misti 660,3.239874703429371e-05,0.003239874703429371,nombre
nombre_Organizadores InkaHome 783,3.100405560535154e-05,0.0031004055605351535,nombre
nombre_Ropa Deportiva IntiMax 056,2.9410069791785938e-05,0.002941006979178594,nombre
subcategoria_Accesorios,2.8238766986073807e-05,0.0028238766986073806,subcategoria
nombre_Casacas Pacífico 456,2.6366188369825348e-05,0.002636618836982535,nombre
nombre_Lavadora Pacífico 804,2.617569650578108e-05,0.002617569650578108,nombre
nombre_Zapatillas Wayra 787,2.5766219956185295e-05,0.0025766219956185293,nombre
nombre_Jeans Illari 997,2.4588211461796328e-05,0.002458821146179633,nombre
nombre_Jeans Kawsay 590,2.0748275991302998e-05,0.0020748275991302996,nombre
nombre_Zapatillas Rumi 519,1.8343635389214513e-05,0.0018343635389214514,nombre
nombre_Ropa de Verano Kawsay 654,1.776224186614791e-05,0.001776224186614791,nombre
nombre_Detergente NortePlus 631,1.7179166447617997e-05,0.0017179166447617996,nombre
nombre_Crema Dental Andesol 587,1.7109117798746386e-05,0.0017109117798746387,nombre
nombre_Mochilas Andesol 145,1.691930732233026e-05,0.001691930732233026,nombre
nombre_Impresoras IntiMax 744,1.6121145543293035e-05,0.0016121145543293034,nombre
subcategoria_Plancha,1.5297161237810714e-05,0.0015297161237810713,subcategoria
nombre_Arroz Misti 526,1.4158288649220754e-05,0.0014158288649220754,nombre
nombre_Jugos Andesol 170,1.4133901402008989e-05,0.001413390140200899,nombre
nombre_Infusiones Pukara 570,1.2721381191830946e-05,0.0012721381191830945,nombre
nombre_Polos Andesol 298,1.2592357289590094e-05,0.0012592357289590095,nombre
nombre_Casacas Wayra 384,1.2373012744834347e-05,0.0012373012744834348,nombre
nombre_Menestras Illari 807,1.112885478460467e-05,0.0011128854784604669,nombre
nombre_Mochilas Qori 650,1.078647924801812e-05,0.001078647924801812,nombre
nombre_Calzado Deportivo CostaSur 312,1.0559513804657178e-05,0.0010559513804657178,nombre
nombre_Infusiones CostaSur 351,1.0522913012226564e-05,0.0010522913012226565,nombre
nombre_Organizadores Misti 248,1.010382500031447e-05,0.001010382500031447,nombre
nombre_Calzado Deportivo Altura 627,9.818014826985168e-06,0.0009818014826985168,nombre
nombre_Desinfectante InkaHome 384,9.764140280790817e-06,0.0009764140280790817,nombre
nombre_Refrigeradora Ayni 227,9.62819872538295e-06,0.0009628198725382949,nombre
nombre_Jugos Rumi 366,9.219147049381673e-06,0.0009219147049381673,nombre
nombre_Detergente Pacífico 974,9.197483762984824e-06,0.0009197483762984824,nombre
nombre_Zapatillas SolRetail 362,8.713787579098483e-06,0.0008713787579098483,nombre
nombre_Gaseosas Ayni 791,8.66695531975135e-06,0.000866695531975135,nombre
nombre_Toallas Tambo 562,8.659909049269356e-06,0.0008659909049269357,nombre
nombre_Televisor Pukara 001,8.53426756841606e-06,0.0008534267568416061,nombre
nombre_Jeans SolRetail 709,8.46260762158083e-06,0.000846260762158083,nombre
nombre_Shampoo CostaSur 304,8.451419989538596e-06,0.0008451419989538596,nombre
nombre_Crema Dental SolRetail 944,8.061609205876225e-06,0.0008061609205876225,nombre
nombre_Vajilla Qori 832,7.612061793007179e-06,0.0007612061793007179,nombre
nombre_Bloqueador Solar Killa 316,7.570002433749467e-06,0.0007570002433749467,nombre
nombre_Útiles Escolares Qori 279,7.476672678459142e-06,0.0007476672678459142,nombre
nombre_Lapiceros Killa 796,7.440073159994078e-06,0.0007440073159994077,nombre
nombre_Escritorios Killa 718,7.330721128070391e-06,0.0007330721128070392,nombre
nombre_Botines InkaHome 795,7.231536540335674e-06,0.0007231536540335675,nombre
nombre_Zapatos Casuales Andesol 472,7.096625312433477e-06,0.0007096625312433477,nombre
nombre_Infusiones InkaHome 767,6.9844939567126625e-06,0.0006984493956712662,nombre
nombre_Energizantes Rumi 325,6.915724785984752e-06,0.0006915724785984752,nombre
nombre_Polos Kawsay 126,6.739166113143128e-06,0.0006739166113143129,nombre
nombre_Ropa Deportiva Ayni 510,6.636825605303055e-06,0.0006636825605303055,nombre
nombre_Organizadores Pacífico 753,6.459161650685293e-06,0.0006459161650685293,nombre
nombre_Arroz Tambo 056,6.3878783041830425e-06,0.0006387878304183043,nombre
nombre_Ollas Killa 225,6.375908743370585e-06,0.0006375908743370584,nombre
nombre_Audífonos InkaHome 964,6.070490201507821e-06,0.0006070490201507821,nombre
nombre_Ropa de Verano Tambo 524,6.056847103746279e-06,0.0006056847103746279,nombre
nombre_Menestras CostaSur 033,5.848640102516041e-06,0.0005848640102516041,nombre
nombre_Aceite Illari 698,5.847891767805182e-06,0.0005847891767805181,nombre
nombre_Televisor SolRetail 147,5.83549430975394e-06,0.000583549430975394,nombre
nombre_Freidora de Aire Misti 704,5.8191214092118005e-06,0.0005819121409211801,nombre
nombre_Desodorante Illari 260,5.8188802947778475e-06,0.0005818880294777847,nombre
nombre_Energizantes Tambo 079,5.799464143751673e-06,0.0005799464143751673,nombre
nombre_Infusiones Killa 849,5.73242852903348e-06,0.000573242852903348,nombre
nombre_Zapatillas Sumaq 051,5.713063055887441e-06,0.0005713063055887441,nombre
nombre_Televisor Illari 129,5.697016869550484e-06,0.0005697016869550484,nombre
nombre_Tablets Tambo 890,5.688185064459482e-06,0.0005688185064459482,nombre
nombre_Infusiones CostaSur 775,5.653110524301969e-06,0.0005653110524301969,nombre
nombre_Cuadernos NortePlus 947,5.591244762987139e-06,0.0005591244762987139,nombre
nombre_Zapatos Casuales Wayra 878,5.497892307510107e-06,0.0005497892307510107,nombre
nombre_Harinas Illari 169,5.4931004651842266e-06,0.0005493100465184227,nombre
nombre_Jeans Andesol 844,5.333844720616255e-06,0.0005333844720616255,nombre
nombre_Gaseosas Rumi 309,5.3094144086523705e-06,0.0005309414408652371,nombre
nombre_Decoración InkaHome 814,5.248309950954499e-06,0.0005248309950954498,nombre
nombre_Lavavajilla Pukara 018,5.230869515259033e-06,0.0005230869515259033,nombre
nombre_Perfumería InkaHome 208,5.188119276528438e-06,0.0005188119276528437,nombre
nombre_Gaseosas SolRetail 701,5.078458368315319e-06,0.000507845836831532,nombre
nombre_Aceite Ayni 718,4.9791079865628545e-06,0.0004979107986562855,nombre
nombre_Desinfectante CostaSur 426,4.952699162020356e-06,0.0004952699162020356,nombre
nombre_Bloqueador Solar Kawsay 605,4.863346903572588e-06,0.00048633469035725877,nombre
nombre_Audífonos Altura 075,4.858687969350677e-06,0.0004858687969350677,nombre
nombre_Perfumería Andesol 762,4.821225811176798e-06,0.0004821225811176798,nombre
nombre_Gaseosas NortePlus 086,4.785724614794832e-06,0.00047857246147948323,nombre
nombre_Detergente Sumaq 568,4.7782820218530185e-06,0.00047782820218530183,nombre
nombre_Escritorios Ayni 332,4.623795151503826e-06,0.0004623795151503826,nombre
nombre_Calzado Deportivo Wayra 889,4.469360928357881e-06,0.00044693609283578815,nombre
nombre_Infusiones InkaHome 555,4.4688993869005e-06,0.00044688993869005,nombre
nombre_Sábanas IntiMax 541,4.456964469055181e-06,0.0004456964469055181,nombre
nombre_Decoración Tambo 007,4.375603805733849e-06,0.0004375603805733849,nombre
nombre_Arroz Tambo 996,4.371604632972335e-06,0.0004371604632972335,nombre
nombre_Fideos Ayni 940,4.32473321748855e-06,0.000432473321748855,nombre
nombre_Audífonos Wayra 317,4.318635301620499e-06,0.0004318635301620499,nombre
nombre_Infusiones IntiMax 695,4.318424559659821e-06,0.0004318424559659821,nombre
nombre_Tablets Altura 037,4.313531290859664e-06,0.0004313531290859664,nombre
nombre_Sillas de Oficina Pukara 976,4.256137662491653e-06,0.0004256137662491653,nombre
nombre_Archivadores Tambo 925,4.234462088454161e-06,0.00042344620884541607,nombre
nombre_Aceite Wayra 176,4.182608549543363e-06,0.00041826085495433633,nombre
nombre_Fideos Illari 100,4.111697503071241e-06,0.0004111697503071241,nombre
nombre_Aceite Pukara 817,4.0913591942224405e-06,0.00040913591942224405,nombre
nombre_Menestras Ayni 801,4.082082637381819e-06,0.00040820826373818187,nombre
nombre_Polos Altura 388,4.041103475646312e-06,0.00040411034756463116,nombre
nombre_Gaseosas SolRetail 082,4.027761856519576e-06,0.00040277618565195765,nombre
nombre_Teclados Illari 908,3.993775269462728e-06,0.00039937752694627277,nombre
nombre_Toallas Qori 146,3.968820406542297e-06,0.00039688204065422975,nombre
nombre_Casacas NortePlus 438,3.855572919328862e-06,0.0003855572919328862,nombre
nombre_Tablets Tambo 584,3.819271862613682e-06,0.0003819271862613682,nombre
nombre_Zapatillas Pukara 927,3.77182058114767e-06,0.000377182058114767,nombre
nombre_Calzado Deportivo Ayni 682,3.7487906126657508e-06,0.0003748790612665751,nombre
nombre_Bloqueador Solar Wayra 580,3.724942334173174e-06,0.0003724942334173174,nombre
nombre_Fideos Ayni 898,3.6179254454875263e-06,0.00036179254454875266,nombre
nombre_Refrigeradora IntiMax 476,3.594411194224348e-06,0.00035944111942243483,nombre
nombre_Peluches Sumaq 688,3.4366370977828063e-06,0.00034366370977828066,nombre
nombre_Fideos Qori 765,3.426526439665463e-06,0.0003426526439665463,nombre
nombre_Decoración Andesol 887,3.3769723651312694e-06,0.00033769723651312693,nombre
nombre_Jugos Kawsay 420,3.3769536340312574e-06,0.00033769536340312573,nombre
nombre_Carros de Juguete Wayra 744,3.3182090099879816e-06,0.00033182090099879817,nombre
nombre_Zapatillas Wayra 037,3.307626576124109e-06,0.0003307626576124109,nombre
nombre_Energizantes Rumi 837,3.2558625023593687e-06,0.0003255862502359369,nombre
nombre_Camisas Tambo 087,3.230503900602406e-06,0.0003230503900602406,nombre
nombre_Camisas Pacífico 338,3.191746571138325e-06,0.0003191746571138325,nombre
nombre_Desodorante Misti 015,3.1625862669510168e-06,0.00031625862669510166,nombre
nombre_Smartphones IntiMax 168,3.1573850950308475e-06,0.0003157385095030848,nombre
nombre_Lapiceros Nativa 971,3.121717902957472e-06,0.0003121717902957472,nombre
nombre_Energizantes Andesol 853,3.1012467977760676e-06,0.00031012467977760676,nombre
nombre_Vajilla Andesol 876,3.0384662377121697e-06,0.00030384662377121695,nombre
nombre_Arroz Sumaq 282,3.0373606546336604e-06,0.00030373606546336604,nombre
nombre_Ollas Pukara 671,3.030081287849351e-06,0.0003030081287849351,nombre
nombre_Suavizante Pukara 410,3.0205024177730564e-06,0.00030205024177730564,nombre
nombre_Cuadernos CostaSur 479,2.9710904663269485e-06,0.0002971090466326949,nombre
nombre_Mochilas NortePlus 940,2.9601444657454623e-06,0.0002960144465745462,nombre
nombre_Televisor IntiMax 010,2.847017595005536e-06,0.00028470175950055365,nombre
nombre_Archivadores Pacífico 263,2.7955574351223736e-06,0.00027955574351223736,nombre
nombre_Casacas Qori 530,2.7856828043243604e-06,0.00027856828043243604,nombre
nombre_Decoración NortePlus 672,2.783532298750701e-06,0.0002783532298750701,nombre
nombre_Toallas Qori 170,2.7766729439128955e-06,0.00027766729439128955,nombre
nombre_Energizantes Nativa 059,2.760764791806264e-06,0.00027607647918062643,nombre
nombre_Toallas Andesol 327,2.6391004535442866e-06,0.00026391004535442867,nombre
nombre_Sillas de Oficina Andesol 460,2.5421761956639893e-06,0.00025421761956639894,nombre
nombre_Desodorante Illari 055,2.5415130694954414e-06,0.00025415130694954416,nombre
nombre_Perfumería Pukara 410,2.537578992531291e-06,0.0002537578992531291,nombre
nombre_Fideos InkaHome 292,2.52983259686549e-06,0.00025298325968654904,nombre
nombre_Bloqueador Solar Illari 135,2.5272102892262074e-06,0.0002527210289226207,nombre
nombre_Jabón Ayni 222,2.5155963330909233e-06,0.00025155963330909234,nombre
nombre_Gaseosas CostaSur 157,2.473551431389812e-06,0.00024735514313898124,nombre
nombre_Botines Ayni 151,2.460196940251958e-06,0.0002460196940251958,nombre
nombre_Harinas Killa 452,2.441431914045534e-06,0.0002441431914045534,nombre
nombre_Shampoo Misti 424,2.429685116035879e-06,0.0002429685116035879,nombre
nombre_Jabón Sumaq 022,2.421011435807343e-06,0.0002421011435807343,nombre
nombre_Harinas SolRetail 392,2.407086972852941e-06,0.0002407086972852941,nombre
nombre_Agua Sumaq 951,2.4035208794186528e-06,0.0002403520879418653,nombre
nombre_Parrillas Qori 830,2.3985784598766157e-06,0.00023985784598766157,nombre
nombre_Infusiones Wayra 196,2.389559115192974e-06,0.0002389559115192974,nombre
nombre_Decoración InkaHome 220,2.3710342328963514e-06,0.00023710342328963512,nombre
nombre_Shampoo NortePlus 370,2.342335595653545e-06,0.00023423355956535448,nombre
nombre_Detergente SolRetail 816,2.34207902661769e-06,0.00023420790266176898,nombre
nombre_Organizadores SolRetail 849,2.3302834417053285e-06,0.00023302834417053285,nombre
nombre_Smartphones Wayra 133,2.3234846728498126e-06,0.00023234846728498128,nombre
nombre_Monitores Nativa 320,2.3182902248039054e-06,0.00023182902248039053,nombre
nombre_Lavavajilla Qori 202,2.3154261681416285e-06,0.00023154261681416284,nombre
nombre_Lavavajilla SolRetail 389,2.3126435022380524e-06,0.00023126435022380524,nombre
nombre_Zapatos Casuales Qori 581,2.3017794497981473e-06,0.00023017794497981472,nombre
nombre_Crema Dental SolRetail 769,2.298996734240141e-06,0.00022989967342401413,nombre
nombre_Harinas NortePlus 475,2.2972021379187726e-06,0.00022972021379187726,nombre
nombre_Ropa de Verano Illari 424,2.2953718279688046e-06,0.00022953718279688045,nombre
nombre_Lavadora SolRetail 205,2.2654320859768185e-06,0.00022654320859768185,nombre
nombre_Casacas Tambo 422,2.2597711435695572e-06,0.00022597711435695572,nombre
nombre_Casacas InkaHome 876,2.255938461667405e-06,0.00022559384616674052,nombre
nombre_Aceite Ayni 571,2.2454172223829395e-06,0.00022454172223829394,nombre
nombre_Menestras Illari 756,2.2438515859389947e-06,0.00022438515859389947,nombre
nombre_Shampoo Misti 989,2.2136999430600076e-06,0.00022136999430600075,nombre
nombre_Detergente InkaHome 344,2.198036429743206e-06,0.00021980364297432062,nombre
nombre_Ropa de Verano Nativa 906,2.1971940258179714e-06,0.00021971940258179714,nombre
nombre_Calzado Deportivo Tambo 239,2.1778944009962157e-06,0.00021778944009962157,nombre
nombre_Jeans Altura 148,2.1701817547628735e-06,0.00021701817547628737,nombre
nombre_Harinas NortePlus 640,2.1590585129145322e-06,0.00021590585129145322,nombre
nombre_Suavizante Killa 770,2.1375070136089775e-06,0.00021375070136089776,nombre
nombre_Conservas Altura 761,2.131960668734718e-06,0.00021319606687347182,nombre
nombre_Gaseosas SolRetail 265,2.0994959277487175e-06,0.00020994959277487174,nombre
nombre_Juegos de Mesa Tambo 148,2.086258170905579e-06,0.00020862581709055788,nombre
nombre_Jeans Ayni 548,2.0853009902238583e-06,0.00020853009902238582,nombre
nombre_Monitores Rumi 052,2.0768900920907143e-06,0.00020768900920907144,nombre
nombre_Mochilas Tambo 148,2.058142763689038e-06,0.0002058142763689038,nombre
nombre_Polos Tambo 746,2.052659961801686e-06,0.0002052659961801686,nombre
nombre_Vajilla CostaSur 962,2.0522031219486454e-06,0.00020522031219486454,nombre
nombre_Desodorante Tambo 421,2.0379386135298363e-06,0.00020379386135298361,nombre
nombre_Lavadora InkaHome 747,2.027059134278184e-06,0.0002027059134278184,nombre
nombre_Vajilla Kawsay 924,2.015934634405738e-06,0.00020159346344057383,nombre
nombre_Lapiceros Pukara 477,2.012172894593303e-06,0.00020121728945933032,nombre
nombre_Aceite InkaHome 062,2.0004258750376454e-06,0.00020004258750376454,nombre
nombre_Vestidos Killa 488,1.9986258148542057e-06,0.00019986258148542056,nombre
nombre_Toallas Rumi 791,1.992473537188335e-06,0.0001992473537188335,nombre
nombre_Tablets Wayra 049,1.9853055959534007e-06,0.00019853055959534008,nombre
nombre_Ropa Deportiva IntiMax 157,1.974220239267395e-06,0.00019742202392673952,nombre
nombre_Gaseosas Illari 058,1.9661851228191647e-06,0.00019661851228191645,nombre
nombre_Mochilas Wayra 966,1.920839193498439e-06,0.0001920839193498439,nombre
nombre_Energizantes NortePlus 477,1.917155794668103e-06,0.00019171557946681033,nombre
nombre_Decoración Sumaq 324,1.9138053731499944e-06,0.00019138053731499943,nombre
nombre_Jugos Sumaq 906,1.9029691097526213e-06,0.00019029691097526214,nombre
nombre_Menestras Pukara 478,1.8995392585121825e-06,0.00018995392585121826,nombre
nombre_Lejía Altura 521,1.8933329976278192e-06,0.00018933329976278192,nombre
nombre_Fideos NortePlus 003,1.8928052417189198e-06,0.00018928052417189198,nombre
nombre_Impresoras CostaSur 939,1.8796772210695355e-06,0.00018796772210695356,nombre
nombre_Arroz Tambo 279,1.87374698040771e-06,0.000187374698040771,nombre
nombre_Aceite Ayni 494,1.8651907016831293e-06,0.00018651907016831293,nombre
nombre_Smartphones Pacífico 108,1.8636256483952947e-06,0.00018636256483952948,nombre
nombre_Smartphones NortePlus 271,1.861759177047499e-06,0.0001861759177047499,nombre
nombre_Arroz Misti 701,1.8509034960615352e-06,0.00018509034960615352,nombre
nombre_Decoración Kawsay 340,1.8397282374059998e-06,0.00018397282374059998,nombre
nombre_Archivadores Killa 457,1.832109092962737e-06,0.0001832109092962737,nombre
nombre_Desinfectante Nativa 854,1.8251865676153633e-06,0.00018251865676153633,nombre
nombre_Escritorios Altura 223,1.8241617363230877e-06,0.00018241617363230878,nombre
nombre_Polos IntiMax 138,1.8165729435275773e-06,0.00018165729435275774,nombre
nombre_Jugos CostaSur 974,1.81376394857645e-06,0.000181376394857645,nombre
nombre_Arroz Ayni 809,1.7942137535478843e-06,0.00017942137535478843,nombre
nombre_Mochilas Ayni 801,1.7837494247540792e-06,0.00017837494247540793,nombre
nombre_Freidora de Aire Wayra 850,1.7783671735441535e-06,0.00017783671735441535,nombre
nombre_Juguetes Educativos Misti 672,1.7677627114359026e-06,0.00017677627114359026,nombre
nombre_Desodorante Sumaq 506,1.7467980675570985e-06,0.00017467980675570986,nombre
nombre_Sillas de Oficina SolRetail 256,1.7420732175149234e-06,0.00017420732175149235,nombre
nombre_Toallas Wayra 254,1.7326555622317657e-06,0.00017326555622317657,nombre
nombre_Decoración Qori 368,1.7177428456669279e-06,0.0001717742845666928,nombre
nombre_Jugos Wayra 686,1.7151690612409394e-06,0.00017151690612409395,nombre
nombre_Fideos Nativa 963,1.707618098158819e-06,0.0001707618098158819,nombre
nombre_Perfumería Misti 840,1.703836843924216e-06,0.0001703836843924216,nombre
nombre_Fideos Wayra 144,1.6580272311477042e-06,0.00016580272311477042,nombre
