id_producto,id_tienda,Q,E,U,h
985,1,0.0,8.3333333,0.0,1.88
326,12,0.0,142.08333,0.0,1.9
326,11,0.0,7.0833333,0.0,1.59
326,10,0.0,11.083333,0.0,1.63
326,9,0.0,8.0833333,0.0,1.65
326,8,0.0,8.0833333,0.0,1.69
326,7,0.0,8.0833333,0.0,2.67
326,6,0.0,8.0833333,0.0,2.6
326,5,0.0,7.0833333,0.0,1.4
326,4,0.0,9.0833333,0.0,1.9
326,3,0.0,23.083333,0.0,1.66
326,2,0.0,5.0833333,0.0,1.66
326,1,0.0,21.083333,0.0,1.94
355,12,0.0,38.0,0.0,0.4
355,11,0.0,57.0,0.0,0.33
355,10,0.0,36.0,0.0,0.44
355,9,0.0,48.0,0.0,0.37
355,8,0.0,52.0,0.0,0.37
355,7,0.0,48.0,0.0,0.57
355,6,0.0,57.0,0.0,0.67
355,5,0.0,57.0,0.0,0.31
355,4,0.0,44.0,0.0,0.38
355,2,0.0,53.0,0.0,0.3
355,1,0.0,53.0,0.0,0.38
355,3,0.0,55.0,0.0,0.33
358,1,0.0,36.083333,0.0,0.24
358,3,0.0,50.083333,0.0,0.21
365,6,0.0,8.25,0.0,3.86
365,5,0.0,9.25,0.0,1.5
365,4,0.0,12.25,0.0,1.37
365,3,0.0,7.25,0.0,1.61
365,2,0.0,11.25,0.0,1.6
365,1,0.0,13.25,0.0,1.8
361,12,0.0,51.083333,0.0,0.07
361,11,0.0,143.08333,0.0,0.09
361,10,0.0,55.083333,0.0,0.09
358,12,0.0,138.08333,0.0,0.19
358,11,0.0,50.083333,0.0,0.19
358,10,0.0,53.083333,0.0,0.18
358,9,0.0,64.083333,0.0,0.2
358,8,0.0,64.083333,0.0,0.19
358,7,0.0,57.083333,0.0,0.39
358,6,0.0,48.083333,0.0,0.35
358,5,0.0,57.083333,0.0,0.17
358,4,0.0,42.083333,0.0,0.21
358,2,0.0,34.083333,0.0,0.24
361,9,0.0,89.083333,0.0,0.09
361,8,0.0,116.08333,0.0,0.07
361,7,0.0,65.083333,0.0,0.13
361,6,0.0,123.08333,0.0,0.13
361,5,0.0,72.083333,0.0,0.09
361,4,0.0,134.08333,0.0,0.07
361,3,0.0,128.08333,0.0,0.1
361,2,0.0,105.08333,0.0,0.08
361,1,0.0,58.083333,0.0,0.09
341,1,0.0,40.0,0.0,0.06
341,12,0.0,44.0,0.0,0.06
341,11,0.0,98.0,0.0,0.05
341,10,0.0,67.0,0.0,0.04
341,9,0.0,67.0,0.0,0.05
341,8,0.0,51.0,0.0,0.05
341,7,0.0,51.0,0.0,0.12
341,6,0.0,106.0,0.0,0.11
341,5,0.0,94.0,0.0,0.05
341,4,0.0,108.0,0.0,0.06
341,3,0.0,58.0,0.0,0.04
341,2,0.0,33.0,0.0,0.04
343,12,0.0,98.583333,0.0,2.05
343,11,0.0,9.5833333,0.0,2.01
343,10,0.0,8.5833333,0.0,1.76
343,9,0.0,7.5833333,0.0,1.5
343,8,0.0,7.5833333,0.0,2.05
343,7,0.0,12.583333,0.0,3.27
343,6,0.0,8.5833333,0.0,3.64
343,5,0.0,6.5833333,0.0,1.84
343,4,0.0,22.583333,0.0,2.03
343,3,0.0,11.583333,0.0,1.69
343,2,0.0,31.583333,0.0,1.77
343,1,0.0,7.5833333,0.0,2.07
264,10,0.0,68.75,0.0,0.25
264,9,0.0,63.75,0.0,0.2
264,8,0.0,56.75,0.0,0.21
264,7,0.0,56.75,0.0,0.34
264,6,0.0,57.75,0.0,0.51
264,5,0.0,56.75,0.0,0.23
264,4,0.0,56.75,0.0,0.19
264,3,0.0,53.75,0.0,0.21
264,11,0.0,39.75,0.0,0.2
264,2,0.0,52.75,0.0,0.23
264,1,0.0,47.75,0.0,0.26
264,12,0.0,51.75,0.0,0.21
261,1,0.0,45.75,0.0,0.32
261,2,0.0,43.75,0.0,0.41
261,3,0.0,57.75,0.0,0.35
261,5,0.0,52.75,0.0,0.43
261,12,0.0,18.75,0.0,0.31
261,11,0.0,52.75,0.0,0.38
261,10,0.0,57.75,0.0,0.31
261,9,0.0,52.75,0.0,0.38
261,8,0.0,59.75,0.0,0.41
261,7,0.0,52.75,0.0,0.71
261,6,0.0,57.75,0.0,0.79
261,4,0.0,52.75,0.0,0.39
257,3,0.0,9.5,0.0,1.53
257,2,0.0,5.5,0.0,1.37
257,1,0.0,7.5,0.0,1.86
257,4,0.0,17.5,0.0,1.41
257,5,0.0,12.5,0.0,1.72
257,7,0.0,12.5,0.0,2.89
257,12,0.0,106.5,0.0,1.68
257,11,0.0,7.5,0.0,1.89
257,10,0.0,5.5,0.0,1.94
257,9,0.0,11.5,0.0,1.86
257,8,0.0,12.5,0.0,1.45
257,6,0.0,9.5,0.0,3.43
365,7,0.0,13.25,0.0,2.94
293,12,0.0,39.416667,0.0,0.25
293,11,0.0,56.416667,0.0,0.25
293,10,0.0,54.416667,0.0,0.22
293,9,0.0,56.416667,0.0,0.22
293,8,0.0,51.416667,0.0,0.2
293,7,0.0,51.416667,0.0,0.39
293,6,0.0,52.416667,0.0,0.45
293,5,0.0,58.416667,0.0,0.2
293,4,0.0,50.416667,0.0,0.22
293,3,0.0,53.416667,0.0,0.27
293,2,0.0,37.416667,0.0,0.2
293,1,0.0,47.416667,0.0,0.23
299,1,0.0,48.25,0.0,0.23
299,2,0.0,39.25,0.0,0.22
299,3,0.0,45.25,0.0,0.22
299,5,0.0,48.25,0.0,0.17
299,12,0.0,130.25,0.0,0.22
299,11,0.0,49.25,0.0,0.22
299,10,0.0,47.25,0.0,0.18
299,9,0.0,50.25,0.0,0.21
299,8,0.0,52.25,0.0,0.22
299,7,0.0,41.25,0.0,0.47
299,6,0.0,43.25,0.0,0.29
299,4,0.0,57.25,0.0,0.24
286,12,0.0,41.666667,0.0,0.05
286,11,0.0,67.666667,0.0,0.06
286,10,0.0,45.666667,0.0,0.06
286,9,0.0,77.666667,0.0,0.05
286,8,0.0,123.66667,0.0,0.04
286,7,0.0,99.666667,0.0,0.11
286,6,0.0,58.666667,0.0,0.08
286,5,0.0,58.666667,0.0,0.04
286,4,0.0,76.666667,0.0,0.05
286,3,0.0,95.666667,0.0,0.05
286,2,0.0,127.66667,0.0,0.05
286,1,0.0,65.666667,0.0,0.05
284,2,0.0,17.083333,0.0,1.35
284,12,0.0,119.08333,0.0,1.42
284,11,0.0,8.0833333,0.0,1.51
284,10,0.0,11.083333,0.0,1.65
284,9,0.0,11.083333,0.0,1.37
284,8,0.0,9.0833333,0.0,1.88
284,7,0.0,7.0833333,0.0,3.22
284,6,0.0,10.083333,0.0,3.56
284,5,0.0,9.0833333,0.0,1.71
284,4,0.0,12.083333,0.0,1.48
284,3,0.0,7.0833333,0.0,1.9
284,1,0.0,17.083333,0.0,1.84
365,8,0.0,19.25,0.0,1.71
365,9,0.0,10.25,0.0,1.73
365,10,0.0,5.25,0.0,1.72
444,12,0.0,52.166667,0.0,0.33
444,11,0.0,48.166667,0.0,0.41
444,10,0.0,52.166667,0.0,0.41
444,9,0.0,56.166667,0.0,0.3
444,8,0.0,50.166667,0.0,0.43
444,7,0.0,43.166667,0.0,0.58
444,6,0.0,51.166667,0.0,0.84
444,5,0.0,56.166667,0.0,0.41
444,4,0.0,54.166667,0.0,0.44
444,3,0.0,38.166667,0.0,0.33
444,2,0.0,50.166667,0.0,0.38
444,1,0.0,46.166667,0.0,0.4
454,10,0.0,44.416667,0.0,0.18
454,9,0.0,56.416667,0.0,0.21
454,8,0.0,58.416667,0.0,0.18
454,7,0.0,56.416667,0.0,0.36
454,6,0.0,57.416667,0.0,0.33
454,5,0.0,49.416667,0.0,0.21
454,4,0.0,53.416667,0.0,0.23
454,3,0.0,58.416667,0.0,0.19
454,11,0.0,58.416667,0.0,0.22
454,2,0.0,50.416667,0.0,0.19
454,1,0.0,57.416667,0.0,0.17
454,12,0.0,104.41667,0.0,0.18
452,12,0.0,58.166667,0.0,2.01
452,11,0.0,12.166667,0.0,1.51
452,10,0.0,11.166667,0.0,1.74
452,9,0.0,9.1666667,0.0,1.7
452,8,0.0,11.166667,0.0,1.73
452,7,0.0,9.1666667,0.0,2.82
452,6,0.0,12.166667,0.0,3.86
452,5,0.0,8.1666667,0.0,1.96
452,4,0.0,11.166667,0.0,1.9
452,3,0.0,13.166667,0.0,1.72
452,2,0.0,13.166667,0.0,1.6
452,1,0.0,14.166667,0.0,1.53
430,12,0.0,123.16667,0.0,1.76
430,11,0.0,13.166667,0.0,1.73
430,10,0.0,11.166667,0.0,1.44
430,9,0.0,9.1666667,0.0,1.8
430,8,0.0,13.166667,0.0,1.48
430,7,0.0,23.166667,0.0,3.22
430,6,0.0,10.166667,0.0,2.27
430,5,0.0,17.166667,0.0,1.78
430,4,0.0,12.166667,0.0,1.44
430,3,0.0,13.166667,0.0,1.48
426,12,0.0,48.75,0.0,0.09
426,11,0.0,132.75,0.0,0.1
426,10,0.0,46.75,0.0,0.07
426,9,0.0,155.75,0.0,0.08
430,2,0.0,13.166667,0.0,1.75
430,1,0.0,36.166667,0.0,1.76
426,8,0.0,129.75,0.0,0.07
477,8,0.0,49.5,0.0,0.35
477,7,0.0,49.5,0.0,0.86
477,6,0.0,56.5,0.0,0.61
477,5,0.0,57.5,0.0,0.41
477,4,0.0,51.5,0.0,0.37
477,3,0.0,54.5,0.0,0.37
477,2,0.0,50.5,0.0,0.41
477,1,0.0,54.5,0.0,0.39
477,9,0.0,55.5,0.0,0.3
477,10,0.0,57.5,0.0,0.3
477,11,0.0,55.5,0.0,0.32
477,12,0.0,39.5,0.0,0.42
475,12,0.0,48.5,0.0,1.69
475,11,0.0,10.5,0.0,2.1
475,10,0.0,11.5,0.0,1.93
475,9,0.0,14.5,0.0,1.74
475,8,0.0,13.5,0.0,1.92
475,7,0.0,6.5,0.0,3.66
475,6,0.0,6.5,0.0,3.04
475,5,0.0,11.5,0.0,1.53
475,4,0.0,10.5,0.0,1.8
475,3,0.0,6.5,0.0,2.12
475,2,0.0,8.5,0.0,1.65
475,1,0.0,13.5,0.0,1.92
484,12,0.0,44.416667,0.0,0.05
484,11,0.0,53.416667,0.0,0.05
484,10,0.0,47.416667,0.0,0.06
484,9,0.0,70.416667,0.0,0.06
484,8,0.0,52.416667,0.0,0.05
484,7,0.0,32.416667,0.0,0.08
484,5,0.0,118.41667,0.0,0.06
484,4,0.0,116.41667,0.0,0.05
484,3,0.0,58.416667,0.0,0.06
484,2,0.0,76.416667,0.0,0.06
484,1,0.0,43.416667,0.0,0.06
484,6,0.0,40.416667,0.0,0.1
480,12,0.0,56.5,0.0,0.06
480,11,0.0,71.5,0.0,0.06
480,10,0.0,54.5,0.0,0.05
480,9,0.0,102.5,0.0,0.06
480,8,0.0,111.5,0.0,0.05
480,7,0.0,51.5,0.0,0.12
480,6,0.0,43.5,0.0,0.09
480,5,0.0,56.5,0.0,0.06
480,4,0.0,53.5,0.0,0.05
480,3,0.0,123.5,0.0,0.05
480,2,0.0,116.5,0.0,0.06
480,1,0.0,114.5,0.0,0.06
426,7,0.0,76.75,0.0,0.17
426,5,0.0,78.75,0.0,0.09
387,12,0.0,48.666667,0.0,0.09
387,11,0.0,49.666667,0.0,0.09
387,10,0.0,52.666667,0.0,0.09
387,9,0.0,67.666667,0.0,0.07
387,8,0.0,120.66667,0.0,0.07
387,7,0.0,156.66667,0.0,0.16
387,6,0.0,54.666667,0.0,0.17
387,5,0.0,56.666667,0.0,0.08
387,4,0.0,79.666667,0.0,0.09
387,3,0.0,52.666667,0.0,0.1
387,2,0.0,43.666667,0.0,0.1
387,1,0.0,54.666667,0.0,0.09
381,12,0.0,118.0,0.0,1.68
381,11,0.0,11.0,0.0,1.59
381,10,0.0,10.0,0.0,1.35
381,9,0.0,13.0,0.0,1.81
381,8,0.0,8.0,0.0,1.65
381,7,0.0,8.0,0.0,2.51
381,6,0.0,8.0,0.0,3.13
381,5,0.0,13.0,0.0,1.88
381,4,0.0,5.0,0.0,1.59
381,3,0.0,15.0,0.0,1.73
381,2,0.0,23.0,0.0,1.58
383,12,0.0,109.75,0.0,0.22
383,11,0.0,44.75,0.0,0.22
383,10,0.0,46.75,0.0,0.19
383,9,0.0,52.75,0.0,0.25
383,8,0.0,56.75,0.0,0.21
383,7,0.0,51.75,0.0,0.36
383,6,0.0,48.75,0.0,0.43
383,5,0.0,53.75,0.0,0.19
383,4,0.0,51.75,0.0,0.25
383,3,0.0,47.75,0.0,0.17
383,2,0.0,38.75,0.0,0.21
383,1,0.0,37.75,0.0,0.23
381,1,0.0,9.0,0.0,1.33
392,12,0.0,54.75,0.0,0.41
392,11,0.0,52.75,0.0,0.39
392,10,0.0,50.75,0.0,0.43
392,9,0.0,56.75,0.0,0.41
392,8,0.0,56.75,0.0,0.32
392,7,0.0,50.75,0.0,0.75
395,11,0.0,47.916667,0.0,0.34
395,10,0.0,55.916667,0.0,0.36
395,9,0.0,75.916667,0.0,0.3
395,8,0.0,59.916667,0.0,0.32
395,7,0.0,46.916667,0.0,0.56
395,6,0.0,53.916667,0.0,0.71
395,5,0.0,52.916667,0.0,0.34
395,4,0.0,54.916667,0.0,0.32
395,3,0.0,41.916667,0.0,0.43
395,2,0.0,56.916667,0.0,0.42
395,1,0.0,55.916667,0.0,0.37
392,6,0.0,56.75,0.0,0.8
392,5,0.0,50.75,0.0,0.42
392,4,0.0,47.75,0.0,0.34
392,3,0.0,45.75,0.0,0.37
390,3,0.0,12.666667,0.0,1.91
390,2,0.0,10.666667,0.0,2.03
390,1,0.0,9.6666667,0.0,1.96
390,4,0.0,8.6666667,0.0,1.68
390,5,0.0,8.6666667,0.0,1.78
390,7,0.0,12.666667,0.0,3.46
392,2,0.0,47.75,0.0,0.39
392,1,0.0,53.75,0.0,0.42
390,12,0.0,52.666667,0.0,2.01
390,11,0.0,9.6666667,0.0,1.77
390,10,0.0,14.666667,0.0,2.17
390,9,0.0,7.6666667,0.0,1.92
390,8,0.0,11.666667,0.0,2.07
390,6,0.0,11.666667,0.0,3.05
365,12,0.0,72.25,0.0,1.64
365,11,0.0,4.25,0.0,1.94
378,10,0.0,46.5,0.0,0.26
378,9,0.0,44.5,0.0,0.21
378,8,0.0,48.5,0.0,0.22
378,7,0.0,38.5,0.0,0.49
378,6,0.0,44.5,0.0,0.41
378,5,0.0,52.5,0.0,0.21
378,4,0.0,52.5,0.0,0.23
378,3,0.0,49.5,0.0,0.25
378,2,0.0,46.5,0.0,0.25
378,1,0.0,42.5,0.0,0.19
378,11,0.0,49.5,0.0,0.23
378,12,0.0,91.5,0.0,0.22
395,12,0.0,47.916667,0.0,0.39
374,12,0.0,45.666667,0.0,0.3
374,11,0.0,50.666667,0.0,0.38
374,10,0.0,48.666667,0.0,0.37
374,9,0.0,56.666667,0.0,0.4
374,8,0.0,45.666667,0.0,0.34
374,7,0.0,47.666667,0.0,0.71
374,6,0.0,50.666667,0.0,0.73
374,5,0.0,51.666667,0.0,0.36
374,4,0.0,52.666667,0.0,0.37
374,3,0.0,39.666667,0.0,0.35
374,2,0.0,43.666667,0.0,0.37
374,1,0.0,49.666667,0.0,0.38
426,6,0.0,46.75,0.0,0.14
396,1,0.0,114.58333,0.0,0.06
396,3,0.0,47.583333,0.0,0.05
423,12,0.0,101.16667,0.0,0.22
423,11,0.0,45.166667,0.0,0.2
423,10,0.0,54.166667,0.0,0.24
423,9,0.0,48.166667,0.0,0.24
423,7,0.0,54.166667,0.0,0.4
423,6,0.0,51.166667,0.0,0.32
423,5,0.0,48.166667,0.0,0.25
423,4,0.0,40.166667,0.0,0.2
423,3,0.0,35.166667,0.0,0.23
423,2,0.0,49.166667,0.0,0.24
423,1,0.0,48.166667,0.0,0.21
423,8,0.0,43.166667,0.0,0.19
426,4,0.0,54.75,0.0,0.1
426,3,0.0,53.75,0.0,0.08
426,2,0.0,118.75,0.0,0.09
426,1,0.0,60.75,0.0,0.07
400,12,0.0,49.666667,0.0,0.1
400,11,0.0,103.66667,0.0,0.1
400,9,0.0,54.666667,0.0,0.09
400,8,0.0,55.666667,0.0,0.11
400,7,0.0,57.666667,0.0,0.17
400,6,0.0,75.666667,0.0,0.2
400,5,0.0,123.66667,0.0,0.08
400,4,0.0,62.666667,0.0,0.11
400,3,0.0,57.666667,0.0,0.11
400,2,0.0,60.666667,0.0,0.09
400,10,0.0,121.66667,0.0,0.11
403,6,0.0,51.916667,0.0,0.38
403,5,0.0,59.916667,0.0,0.24
403,4,0.0,54.916667,0.0,0.18
403,3,0.0,56.916667,0.0,0.24
403,2,0.0,46.916667,0.0,0.23
403,1,0.0,53.916667,0.0,0.24
402,12,0.0,174.41667,0.0,0.31
402,11,0.0,54.416667,0.0,0.32
402,10,0.0,47.416667,0.0,0.33
402,9,0.0,51.416667,0.0,0.3
402,8,0.0,54.416667,0.0,0.38
402,7,0.0,58.416667,0.0,0.71
402,6,0.0,35.416667,0.0,0.78
402,5,0.0,43.416667,0.0,0.31
402,4,0.0,39.416667,0.0,0.38
402,3,0.0,31.416667,0.0,0.36
402,2,0.0,55.416667,0.0,0.3
402,1,0.0,23.416667,0.0,0.35
400,1,0.0,93.666667,0.0,0.1
396,12,0.0,60.583333,0.0,0.04
396,11,0.0,41.583333,0.0,0.05
396,10,0.0,63.583333,0.0,0.06
396,9,0.0,77.583333,0.0,0.06
396,8,0.0,49.583333,0.0,0.05
396,7,0.0,37.583333,0.0,0.12
396,6,0.0,45.583333,0.0,0.1
396,5,0.0,96.583333,0.0,0.06
396,4,0.0,143.58333,0.0,0.05
403,7,0.0,50.916667,0.0,0.41
403,8,0.0,71.916667,0.0,0.19
403,9,0.0,55.916667,0.0,0.23
403,10,0.0,56.916667,0.0,0.23
410,12,0.0,86.666667,0.0,0.19
410,11,0.0,50.666667,0.0,0.24
410,10,0.0,48.666667,0.0,0.19
410,9,0.0,50.666667,0.0,0.2
410,8,0.0,51.666667,0.0,0.21
410,7,0.0,47.666667,0.0,0.46
410,6,0.0,51.666667,0.0,0.36
410,5,0.0,44.666667,0.0,0.2
410,4,0.0,32.666667,0.0,0.2
410,3,0.0,48.666667,0.0,0.19
410,2,0.0,43.666667,0.0,0.23
410,1,0.0,52.666667,0.0,0.21
396,2,0.0,44.583333,0.0,0.05
403,12,0.0,41.916667,0.0,0.2
403,11,0.0,52.916667,0.0,0.2
406,12,0.0,79.166667,0.0,0.05
406,11,0.0,58.166667,0.0,0.06
406,10,0.0,54.166667,0.0,0.06
406,9,0.0,116.16667,0.0,0.05
406,8,0.0,107.16667,0.0,0.05
406,7,0.0,54.166667,0.0,0.08
406,6,0.0,88.166667,0.0,0.11
406,5,0.0,110.16667,0.0,0.06
406,4,0.0,82.166667,0.0,0.05
406,3,0.0,68.166667,0.0,0.05
406,2,0.0,41.166667,0.0,0.06
406,1,0.0,113.16667,0.0,0.05
82,4,0.0,64.416667,0.0,0.2
82,3,0.0,56.416667,0.0,0.21
82,2,0.0,57.416667,0.0,0.2
82,1,0.0,50.416667,0.0,0.26
82,5,0.0,52.416667,0.0,0.23
82,6,0.0,53.416667,0.0,0.38
82,7,0.0,40.416667,0.0,0.43
82,8,0.0,55.416667,0.0,0.25
84,3,0.0,69.666667,0.0,0.1
84,2,0.0,38.666667,0.0,0.1
84,1,0.0,47.666667,0.0,0.11
82,12,0.0,50.416667,0.0,0.2
82,11,0.0,49.416667,0.0,0.26
82,10,0.0,56.416667,0.0,0.19
82,9,0.0,58.416667,0.0,0.2
78,7,0.0,44.25,0.0,0.1
78,6,0.0,55.25,0.0,0.1
78,5,0.0,64.25,0.0,0.05
78,4,0.0,130.25,0.0,0.05
78,3,0.0,41.25,0.0,0.06
78,2,0.0,37.25,0.0,0.06
78,1,0.0,107.25,0.0,0.06
78,8,0.0,144.25,0.0,0.05
84,4,0.0,136.66667,0.0,0.1
78,9,0.0,141.25,0.0,0.04
78,11,0.0,60.25,0.0,0.05
78,12,0.0,92.25,0.0,0.05
78,10,0.0,54.25,0.0,0.06
84,5,0.0,55.666667,0.0,0.1
84,7,0.0,56.666667,0.0,0.16
91,10,0.0,57.0,0.0,0.42
91,9,0.0,49.0,0.0,0.39
91,8,0.0,54.0,0.0,0.43
91,7,0.0,53.0,0.0,0.51
91,6,0.0,54.0,0.0,0.75
91,5,0.0,45.0,0.0,0.42
91,4,0.0,48.0,0.0,0.35
91,3,0.0,58.0,0.0,0.33
91,2,0.0,55.0,0.0,0.3
91,1,0.0,48.0,0.0,0.43
84,12,0.0,44.666667,0.0,0.11
84,11,0.0,101.66667,0.0,0.11
84,10,0.0,156.66667,0.0,0.09
84,9,0.0,130.66667,0.0,0.11
84,8,0.0,55.666667,0.0,0.08
84,6,0.0,168.66667,0.0,0.21
91,11,0.0,54.0,0.0,0.32
66,12,0.0,112.16667,0.0,1.78
66,11,0.0,11.166667,0.0,1.95
66,10,0.0,10.166667,0.0,1.83
66,9,0.0,12.166667,0.0,2.08
66,8,0.0,12.166667,0.0,1.88
66,7,0.0,13.166667,0.0,3.05
66,6,0.0,12.166667,0.0,3.98
66,4,0.0,12.166667,0.0,1.91
66,3,0.0,10.166667,0.0,2.16
66,2,0.0,9.1666667,0.0,1.81
66,1,0.0,9.1666667,0.0,1.91
66,5,0.0,9.1666667,0.0,1.56
69,1,0.0,39.666667,0.0,0.06
63,5,0.0,57.25,0.0,0.4
63,4,0.0,53.25,0.0,0.42
63,3,0.0,48.25,0.0,0.41
63,2,0.0,53.25,0.0,0.41
63,1,0.0,54.25,0.0,0.43
63,6,0.0,52.25,0.0,0.75
69,2,0.0,44.666667,0.0,0.05
63,7,0.0,54.25,0.0,0.65
63,9,0.0,53.25,0.0,0.39
63,12,0.0,55.25,0.0,0.41
63,11,0.0,54.25,0.0,0.4
63,10,0.0,50.25,0.0,0.31
63,8,0.0,50.25,0.0,0.38
69,3,0.0,52.666667,0.0,0.06
69,5,0.0,49.666667,0.0,0.06
75,1,0.0,127.83333,0.0,0.09
75,12,0.0,52.833333,0.0,0.09
75,11,0.0,53.833333,0.0,0.09
75,10,0.0,125.83333,0.0,0.08
75,9,0.0,86.833333,0.0,0.09
75,8,0.0,50.833333,0.0,0.07
75,7,0.0,57.833333,0.0,0.13
75,6,0.0,56.833333,0.0,0.16
75,5,0.0,118.83333,0.0,0.09
75,4,0.0,110.83333,0.0,0.09
75,3,0.0,39.833333,0.0,0.08
75,2,0.0,130.83333,0.0,0.07
69,12,0.0,95.666667,0.0,0.05
69,11,0.0,66.666667,0.0,0.06
69,10,0.0,49.666667,0.0,0.05
69,9,0.0,148.66667,0.0,0.05
69,8,0.0,42.666667,0.0,0.05
69,7,0.0,55.666667,0.0,0.1
69,6,0.0,56.666667,0.0,0.09
69,4,0.0,106.66667,0.0,0.05
91,12,0.0,56.0,0.0,0.31
113,1,0.0,15.5,0.0,1.37
113,12,0.0,120.5,0.0,1.85
113,11,0.0,12.5,0.0,1.46
113,10,0.0,6.5,0.0,1.43
113,9,0.0,10.5,0.0,1.59
113,8,0.0,11.5,0.0,1.59
113,7,0.0,17.5,0.0,2.95
113,6,0.0,12.5,0.0,4.05
113,5,0.0,13.5,0.0,1.65
113,4,0.0,7.5,0.0,1.83
113,3,0.0,8.5,0.0,1.8
113,2,0.0,18.5,0.0,1.44
108,12,0.0,80.666667,0.0,1.97
108,11,0.0,10.666667,0.0,1.91
108,10,0.0,8.6666667,0.0,2.05
108,9,0.0,12.666667,0.0,1.95
108,8,0.0,5.6666667,0.0,1.86
108,7,0.0,10.666667,0.0,3.89
108,6,0.0,11.666667,0.0,2.69
108,5,0.0,12.666667,0.0,1.51
108,4,0.0,11.666667,0.0,2.09
108,3,0.0,11.666667,0.0,1.61
108,2,0.0,15.666667,0.0,1.56
108,1,0.0,3.6666667,0.0,2.05
95,12,0.0,25.333333,0.0,0.42
95,11,0.0,52.333333,0.0,0.37
95,10,0.0,55.333333,0.0,0.35
95,9,0.0,54.333333,0.0,0.37
94,1,0.0,55.583333,0.0,0.05
95,8,0.0,49.333333,0.0,0.37
95,7,0.0,43.333333,0.0,0.69
95,6,0.0,49.333333,0.0,0.66
95,5,0.0,48.333333,0.0,0.36
95,4,0.0,49.333333,0.0,0.3
95,3,0.0,48.333333,0.0,0.42
95,2,0.0,54.333333,0.0,0.43
95,1,0.0,51.333333,0.0,0.42
94,12,0.0,55.583333,0.0,0.04
94,11,0.0,72.583333,0.0,0.06
94,10,0.0,58.583333,0.0,0.05
94,9,0.0,66.583333,0.0,0.06
94,8,0.0,133.58333,0.0,0.06
94,7,0.0,37.583333,0.0,0.09
94,6,0.0,55.583333,0.0,0.1
94,5,0.0,127.58333,0.0,0.06
94,4,0.0,95.583333,0.0,0.05
94,3,0.0,51.583333,0.0,0.06
94,2,0.0,46.583333,0.0,0.06
104,12,0.0,95.416667,0.0,1.62
