id_producto,id_tienda,periodo,stock_inicial,unidades_vendidas,reabastecimiento,stock_final,costo_almacenamiento_unitario,costo_almacenamiento_total
1,3,2024-06,83,0,0,83,0.06,4.98
1,3,2024-07,83,6,0,77,0.06,4.62
1,3,2024-08,77,0,0,77,0.05,3.85
1,3,2024-09,77,2,0,75,0.05,3.75
1,3,2024-10,75,0,0,75,0.06,4.5
1,3,2024-11,75,0,0,75,0.05,3.75
1,3,2024-12,75,17,0,58,0.05,2.9
1,3,2025-01,58,0,0,58,0.05,2.9
1,3,2025-02,58,0,0,58,0.05,2.9
1,3,2025-03,58,3,0,55,0.06,3.3
1,3,2025-04,55,0,0,55,0.06,3.3
1,3,2025-05,55,0,0,55,0.05,2.75
1,3,2025-06,55,8,0,47,0.05,2.35
1,3,2025-07,47,5,0,42,0.05,2.1
1,3,2025-08,42,0,0,42,0.06,2.52
1,3,2025-09,42,0,0,42,0.06,2.52
1,3,2025-10,42,0,18,60,0.05,3.0
1,3,2025-11,60,3,0,57,0.06,3.42
1,3,2025-12,57,18,0,39,0.05,1.95
1,4,2023-01,131,0,0,131,0.05,6.55
1,4,2023-02,131,0,0,131,0.05,6.55
1,4,2023-03,131,0,0,131,0.06,7.86
1,4,2023-04,131,2,0,129,0.04,5.16
1,4,2023-05,129,1,0,128,0.06,7.68
1,4,2023-06,128,0,0,128,0.06,7.68
1,4,2023-07,128,5,0,123,0.05,6.15
1,4,2023-08,123,0,0,123,0.06,7.38
1,4,2023-09,123,0,0,123,0.05,6.15
1,4,2023-10,123,0,0,123,0.06,7.38
1,4,2023-11,123,4,0,119,0.05,5.95
1,4,2023-12,119,2,0,117,0.06,7.02
1,4,2024-01,117,0,0,117,0.05,5.85
1,4,2024-02,117,0,0,117,0.05,5.85
1,4,2024-03,117,0,0,117,0.05,5.85
1,4,2024-04,117,2,0,115,0.05,5.75
1,4,2024-05,115,6,0,109,0.05,5.45
1,4,2024-06,109,8,0,101,0.05,5.05
1,4,2024-07,101,10,0,91,0.05,4.55
1,4,2024-08,91,0,0,91,0.05,4.55
1,4,2024-09,91,0,0,91,0.06,5.46
1,4,2024-10,91,0,0,91,0.04,3.64
1,4,2024-11,91,0,0,91,0.06,5.46
1,4,2024-12,91,0,0,91,0.05,4.55
1,4,2025-01,91,0,0,91,0.05,4.55
1,4,2025-02,91,0,0,91,0.05,4.55
1,4,2025-03,91,0,0,91,0.04,3.64
1,4,2025-04,91,4,0,87,0.05,4.35
1,4,2025-05,87,0,0,87,0.05,4.35
1,4,2025-06,87,0,0,87,0.05,4.35
1,4,2025-07,87,0,0,87,0.06,5.22
1,4,2025-08,87,0,0,87,0.06,5.22
1,4,2025-09,87,0,0,87,0.04,3.48
1,4,2025-10,87,0,0,87,0.04,3.48
1,4,2025-11,87,0,0,87,0.06,5.22
1,4,2025-12,87,5,0,82,0.06,4.92
1,5,2023-01,55,0,0,55,0.05,2.75
1,5,2023-02,55,0,2,57,0.05,2.85
1,5,2023-03,57,0,3,60,0.05,3.0
1,5,2023-04,60,0,0,60,0.05,3.0
1,5,2023-05,60,0,0,60,0.05,3.0
1,5,2023-06,60,0,0,60,0.05,3.0
1,5,2023-07,60,0,0,60,0.06,3.6
1,5,2023-08,60,2,0,58,0.05,2.9
1,5,2023-09,58,0,0,58,0.04,2.32
1,5,2023-10,58,2,0,56,0.06,3.36
1,5,2023-11,56,0,0,56,0.06,3.36
1,5,2023-12,56,2,5,59,0.05,2.95
1,5,2024-01,59,0,0,59,0.05,2.95
1,5,2024-02,59,0,0,59,0.06,3.54
1,5,2024-03,59,0,0,59,0.05,2.95
1,5,2024-04,59,0,0,59,0.06,3.54
1,5,2024-05,59,0,0,59,0.06,3.54
1,5,2024-06,59,0,0,59,0.06,3.54
1,5,2024-07,59,0,0,59,0.05,2.95
1,5,2024-08,59,0,0,59,0.06,3.54
1,5,2024-09,59,0,0,59,0.06,3.54
1,5,2024-10,59,0,0,59,0.05,2.95
1,5,2024-11,59,0,1,60,0.06,3.6
1,5,2024-12,60,4,0,56,0.05,2.8
1,5,2025-01,56,0,0,56,0.06,3.36
1,5,2025-02,56,0,0,56,0.05,2.8
1,5,2025-03,56,0,0,56,0.05,2.8
1,5,2025-04,56,0,0,56,0.05,2.8
1,5,2025-05,56,0,0,56,0.05,2.8
1,5,2025-06,56,0,0,56,0.05,2.8
1,5,2025-07,56,2,0,54,0.04,2.16
1,5,2025-08,54,0,0,54,0.05,2.7
1,5,2025-09,54,0,0,54,0.05,2.7
1,5,2025-10,54,2,5,57,0.05,2.85
1,5,2025-11,57,5,0,52,0.05,2.6
1,5,2025-12,52,4,3,51,0.06,3.06
1,6,2023-01,156,0,0,156,0.05,7.8
1,6,2023-02,156,0,0,156,0.05,7.8
1,6,2023-03,156,0,0,156,0.06,9.36
1,6,2023-04,156,2,0,154,0.05,7.7
1,6,2023-05,154,0,0,154,0.04,6.16
1,6,2023-06,154,0,0,154,0.05,7.7
1,6,2023-07,154,2,0,152,0.06,9.12
1,6,2023-08,152,0,0,152,0.04,6.08
1,6,2023-09,152,0,0,152,0.05,7.6
1,6,2023-10,152,0,0,152,0.04,6.08
1,6,2023-11,152,0,0,152,0.06,9.12
1,6,2023-12,152,1,0,151,0.06,9.06
1,6,2024-01,151,0,0,151,0.05,7.55
1,6,2024-02,151,0,0,151,0.04,6.04
1,6,2024-03,151,0,0,151,0.05,7.55
1,6,2024-04,151,1,0,150,0.06,9.0
1,6,2024-05,150,2,0,148,0.06,8.88
1,6,2024-06,148,0,0,148,0.05,7.4
1,6,2024-07,148,5,0,143,0.06,8.58
1,6,2024-08,143,0,0,143,0.05,7.15
1,6,2024-09,143,0,0,143,0.04,5.72
1,6,2024-10,143,0,0,143,0.05,7.15
1,6,2024-11,143,0,0,143,0.06,8.58
1,6,2024-12,143,9,0,134,0.06,8.04
1,6,2025-01,134,0,0,134,0.06,8.04
1,6,2025-02,134,0,0,134,0.06,8.04
1,6,2025-03,134,0,0,134,0.06,8.04
1,6,2025-04,134,0,0,134,0.09,12.06
1,6,2025-05,134,5,0,129,0.08,10.32
1,6,2025-06,129,0,0,129,0.09,11.61
1,6,2025-07,129,9,0,120,0.09,10.8
1,6,2025-08,120,0,0,120,0.09,10.8
1,6,2025-09,120,0,0,120,0.1,12.0
1,6,2025-10,120,2,0,118,0.09,10.62
1,6,2025-11,118,0,0,118,0.08,9.44
1,6,2025-12,118,3,0,115,0.12,13.8
1,7,2023-01,128,1,0,127,0.06,7.62
1,7,2023-02,127,0,0,127,0.05,6.35
1,7,2023-03,127,0,0,127,0.05,6.35
1,7,2023-04,127,0,0,127,0.06,7.62
1,7,2023-05,127,0,0,127,0.05,6.35
1,7,2023-06,127,0,0,127,0.05,6.35
1,7,2023-07,127,0,0,127,0.04,5.08
1,7,2023-08,127,0,0,127,0.06,7.62
1,7,2023-09,127,1,0,126,0.06,7.56
1,7,2023-10,126,7,0,119,0.06,7.14
1,7,2023-11,119,0,0,119,0.06,7.14
1,7,2023-12,119,0,0,119,0.05,5.95
1,7,2024-01,119,8,0,111,0.06,6.66
1,7,2024-02,111,0,0,111,0.05,5.55
1,7,2024-03,111,0,0,111,0.05,5.55
1,7,2024-04,111,0,0,111,0.06,6.66
1,7,2024-05,111,0,0,111,0.05,5.55
1,7,2024-06,111,0,0,111,0.04,4.44
1,7,2024-07,111,8,0,103,0.06,6.18
1,7,2024-08,103,0,0,103,0.05,5.15
1,7,2024-09,103,0,0,103,0.06,6.18
1,7,2024-10,103,0,0,103,0.05,5.15
1,7,2024-11,103,0,0,103,0.06,6.18
1,7,2024-12,103,3,0,100,0.06,6.0
1,7,2025-01,100,0,0,100,0.05,5.0
1,7,2025-02,100,0,0,100,0.05,5.0
1,7,2025-03,100,0,0,100,0.04,4.0
1,7,2025-04,100,0,0,100,0.09,9.0
1,7,2025-05,100,0,0,100,0.07,7.0
1,7,2025-06,100,8,0,92,0.1,9.2
1,7,2025-07,92,2,0,90,0.09,8.1
1,7,2025-08,90,0,0,90,0.11,9.9
1,7,2025-09,90,0,0,90,0.13,11.7
1,7,2025-10,90,0,0,90,0.1,9.0
1,7,2025-11,90,0,0,90,0.09,8.1
1,7,2025-12,90,5,0,85,0.12,10.2
1,8,2023-01,125,0,0,125,0.06,7.5
1,8,2023-02,125,0,0,125,0.05,6.25
1,8,2023-03,125,0,0,125,0.05,6.25
1,8,2023-04,125,3,0,122,0.05,6.1
1,8,2023-05,122,0,0,122,0.06,7.32
1,8,2023-06,122,0,0,122,0.06,7.32
1,8,2023-07,122,5,0,117,0.05,5.85
1,8,2023-08,117,0,0,117,0.06,7.02
1,8,2023-09,117,0,0,117,0.05,5.85
1,8,2023-10,117,0,0,117,0.05,5.85
1,8,2023-11,117,0,0,117,0.05,5.85
1,8,2023-12,117,3,0,114,0.06,6.84
1,8,2024-01,114,0,0,114,0.04,4.56
1,8,2024-02,114,0,0,114,0.05,5.7
1,8,2024-03,114,0,0,114,0.05,5.7
1,8,2024-04,114,2,0,112,0.05,5.6
1,8,2024-05,112,0,0,112,0.05,5.6
1,8,2024-06,112,3,0,109,0.04,4.36
1,8,2024-07,109,5,0,104,0.05,5.2
1,8,2024-08,104,0,0,104,0.05,5.2
1,8,2024-09,104,0,0,104,0.06,6.24
1,8,2024-10,104,0,0,104,0.05,5.2
1,8,2024-11,104,0,0,104,0.06,6.24
1,8,2024-12,104,1,0,103,0.06,6.18
1,8,2025-01,103,5,0,98,0.04,3.92
1,8,2025-02,98,0,0,98,0.04,3.92
1,8,2025-03,98,0,0,98,0.05,4.9
1,8,2025-04,98,0,0,98,0.05,4.9
1,8,2025-05,98,0,0,98,0.04,3.92
1,8,2025-06,98,0,0,98,0.06,5.88
1,8,2025-07,98,0,0,98,0.05,4.9
1,8,2025-08,98,0,0,98,0.05,4.9
1,8,2025-09,98,0,0,98,0.06,5.88
1,8,2025-10,98,2,0,96,0.04,3.84
1,8,2025-11,96,2,0,94,0.05,4.7
1,8,2025-12,94,0,0,94,0.04,3.76
1,9,2023-01,176,0,0,176,0.06,10.56
1,9,2023-02,176,0,0,176,0.06,10.56
1,9,2023-03,176,0,0,176,0.04,7.04
1,9,2023-04,176,0,0,176,0.04,7.04
1,9,2023-05,176,0,0,176,0.05,8.8
1,9,2023-06,176,0,0,176,0.06,10.56
1,9,2023-07,176,8,0,168,0.05,8.4
1,9,2023-08,168,0,0,168,0.06,10.08
1,9,2023-09,168,0,0,168,0.04,6.72
1,9,2023-10,168,0,0,168,0.06,10.08
1,9,2023-11,168,0,0,168,0.05,8.4
1,9,2023-12,168,0,0,168,0.04,6.72
1,9,2024-01,168,0,0,168,0.06,10.08
1,9,2024-02,168,0,0,168,0.05,8.4
1,9,2024-03,168,0,0,168,0.05,8.4
1,9,2024-04,168,3,0,165,0.06,9.9
1,9,2024-05,165,4,0,161,0.04,6.44
1,9,2024-06,161,0,0,161,0.06,9.66
1,9,2024-07,161,0,0,161,0.06,9.66
1,9,2024-08,161,0,0,161,0.06,9.66
1,9,2024-09,161,5,0,156,0.05,7.8
1,9,2024-10,156,0,0,156,0.05,7.8
1,9,2024-11,156,0,0,156,0.06,9.36
1,9,2024-12,156,2,0,154,0.05,7.7
1,9,2025-01,154,0,0,154,0.05,7.7
1,9,2025-02,154,0,0,154,0.05,7.7
1,9,2025-03,154,0,0,154,0.06,9.24
1,9,2025-04,154,0,0,154,0.05,7.7
1,9,2025-05,154,0,0,154,0.06,9.24
1,9,2025-06,154,0,0,154,0.05,7.7
1,9,2025-07,154,1,0,153,0.04,6.12
1,9,2025-08,153,0,0,153,0.05,7.65
1,9,2025-09,153,0,0,153,0.04,6.12
1,9,2025-10,153,0,0,153,0.06,9.18
1,9,2025-11,153,0,0,153,0.05,7.65
1,9,2025-12,153,8,0,145,0.06,8.7
1,10,2023-01,74,0,0,74,0.04,2.96
1,10,2023-02,74,1,0,73,0.04,2.92
1,10,2023-03,73,0,0,73,0.06,4.38
1,10,2023-04,73,0,0,73,0.05,3.65
1,10,2023-05,73,0,0,73,0.05,3.65
1,10,2023-06,73,0,0,73,0.05,3.65
1,10,2023-07,73,3,0,70,0.06,4.2
1,10,2023-08,70,0,0,70,0.05,3.5
1,10,2023-09,70,0,0,70,0.04,2.8
1,10,2023-10,70,0,0,70,0.04,2.8
1,10,2023-11,70,0,0,70,0.05,3.5
1,10,2023-12,70,0,0,70,0.05,3.5
1,10,2024-01,70,0,0,70,0.05,3.5
1,10,2024-02,70,0,0,70,0.05,3.5
1,10,2024-03,70,0,0,70,0.06,4.2
1,10,2024-04,70,7,0,63,0.05,3.15
1,10,2024-05,63,6,0,57,0.05,2.85
1,10,2024-06,57,0,0,57,0.05,2.85
1,10,2024-07,57,3,0,54,0.06,3.24
1,10,2024-08,54,0,0,54,0.06,3.24
1,10,2024-09,54,0,0,54,0.05,2.7
1,10,2024-10,54,0,0,54,0.05,2.7
1,10,2024-11,54,0,0,54,0.04,2.16
1,10,2024-12,54,0,0,54,0.04,2.16
1,10,2025-01,54,2,0,52,0.06,3.12
1,10,2025-02,52,0,0,52,0.06,3.12
1,10,2025-03,52,0,0,52,0.05,2.6
1,10,2025-04,52,0,0,52,0.06,3.12
1,10,2025-05,52,0,0,52,0.05,2.6
1,10,2025-06,52,0,0,52,0.04,2.08
1,10,2025-07,52,4,0,48,0.06,2.88
1,10,2025-08,48,0,0,48,0.05,2.4
1,10,2025-09,48,0,0,48,0.06,2.88
1,10,2025-10,48,0,8,56,0.06,3.36
1,10,2025-11,56,3,0,53,0.06,3.18
1,10,2025-12,53,3,0,50,0.05,2.5
1,11,2023-01,163,0,0,163,0.06,9.78
1,11,2023-02,163,0,0,163,0.05,8.15
1,11,2023-03,163,0,0,163,0.04,6.52
1,11,2023-04,163,2,0,161,0.06,9.66
1,11,2023-05,161,0,0,161,0.06,9.66
1,11,2023-06,161,0,0,161,0.06,9.66
1,11,2023-07,161,0,0,161,0.04,6.44
1,11,2023-08,161,0,0,161,0.05,8.05
1,11,2023-09,161,4,0,157,0.06,9.42
1,11,2023-10,157,0,0,157,0.05,7.85
1,11,2023-11,157,0,0,157,0.06,9.42
1,11,2023-12,157,5,0,152,0.05,7.6
1,11,2024-01,152,0,0,152,0.06,9.12
1,11,2024-02,152,0,0,152,0.04,6.08
1,11,2024-03,152,0,0,152,0.05,7.6
1,11,2024-04,152,0,0,152,0.06,9.12
1,11,2024-05,152,0,0,152,0.04,6.08
1,11,2024-06,152,0,0,152,0.05,7.6
1,11,2024-07,152,2,0,150,0.06,9.0
1,11,2024-08,150,0,0,150,0.06,9.0
1,11,2024-09,150,0,0,150,0.05,7.5
1,11,2024-10,150,0,0,150,0.05,7.5
1,11,2024-11,150,2,0,148,0.04,5.92
1,11,2024-12,148,5,0,143,0.05,7.15
1,11,2025-01,143,0,0,143,0.05,7.15
1,11,2025-02,143,0,0,143,0.05,7.15
1,11,2025-03,143,0,0,143,0.05,7.15
1,11,2025-04,143,1,0,142,0.06,8.52
1,11,2025-05,142,0,0,142,0.05,7.1
1,11,2025-06,142,0,0,142,0.06,8.52
1,11,2025-07,142,2,0,140,0.05,7.0
1,11,2025-08,140,0,0,140,0.04,5.6
1,11,2025-09,140,0,0,140,0.06,8.4
1,11,2025-10,140,0,0,140,0.05,7.0
1,11,2025-11,140,0,0,140,0.05,7.0
1,11,2025-12,140,0,0,140,0.05,7.0
1,12,2023-01,154,0,0,154,0.04,6.16
1,12,2023-02,154,3,0,151,0.05,7.55
1,12,2023-03,151,0,0,151,0.05,7.55
1,12,2023-04,151,7,0,144,0.05,7.2
1,12,2023-05,144,11,0,133,0.06,7.98
1,12,2023-06,133,7,0,126,0.05,6.3
1,12,2023-07,126,25,0,101,0.05,5.05
1,12,2023-08,101,8,0,93,0.05,4.65
1,12,2023-09,93,0,0,93,0.05,4.65
1,12,2023-10,93,3,0,90,0.05,4.5
1,12,2023-11,90,10,0,80,0.05,4.0
1,12,2023-12,80,33,0,47,0.05,2.35
1,12,2024-01,47,3,0,44,0.06,2.64
1,12,2024-02,44,1,0,43,0.04,1.72
1,12,2024-03,43,0,0,43,0.05,2.15
1,12,2024-04,43,2,18,59,0.04,2.36
1,12,2024-05,59,0,0,59,0.05,2.95
1,12,2024-06,59,10,9,58,0.05,2.9
1,12,2024-07,58,49,62,71,0.04,2.84
1,12,2024-08,71,2,0,69,0.05,3.45
1,12,2024-09,69,9,0,60,0.05,3.0
1,12,2024-10,60,2,0,58,0.06,3.48
1,12,2024-11,58,5,0,53,0.05,2.65
1,12,2024-12,53,58,84,79,0.05,3.95
1,12,2025-01,79,17,0,62,0.06,3.72
1,12,2025-02,62,1,0,61,0.05,3.05
1,12,2025-03,61,2,0,59,0.06,3.54
1,12,2025-04,59,8,0,51,0.06,3.06
1,12,2025-05,51,17,10,44,0.06,2.64
1,12,2025-06,44,16,31,59,0.06,3.54
1,12,2025-07,59,60,95,94,0.06,5.64
1,12,2025-08,94,27,0,67,0.05,3.35
1,12,2025-09,67,12,0,55,0.05,2.75
1,12,2025-10,55,15,0,40,0.06,2.4
1,12,2025-11,40,11,13,42,0.04,1.68
1,12,2025-12,42,77,137,102,0.06,6.12
2,1,2023-01,177,0,0,177,0.09,15.93
2,1,2023-02,177,0,0,177,0.1,17.7
2,1,2023-03,177,0,0,177,0.11,19.47
2,1,2023-04,177,0,0,177,0.09,15.93
2,1,2023-05,177,9,0,168,0.12,20.16
2,1,2023-06,168,0,0,168,0.1,16.8
2,1,2023-07,168,0,0,168,0.09,15.12
2,1,2023-08,168,0,0,168,0.09,15.12
2,1,2023-09,168,0,0,168,0.1,16.8
2,1,2023-10,168,0,0,168,0.12,20.16
2,1,2023-11,168,0,0,168,0.1,16.8
2,1,2023-12,168,0,0,168,0.11,18.48
2,1,2024-01,168,0,0,168,0.11,18.48
2,1,2024-02,168,0,0,168,0.1,16.8
2,1,2024-03,168,0,0,168,0.1,16.8
2,1,2024-04,168,0,0,168,0.12,20.16
2,1,2024-05,168,8,0,160,0.11,17.6
2,1,2024-06,160,0,0,160,0.12,19.2
2,1,2024-07,160,0,0,160,0.1,16.0
2,1,2024-08,160,0,0,160,0.1,16.0
2,1,2024-09,160,0,0,160,0.1,16.0
2,1,2024-10,160,0,0,160,0.1,16.0
2,1,2024-11,160,0,0,160,0.11,17.6
2,1,2024-12,160,0,0,160,0.09,14.4
2,1,2025-01,160,0,0,160,0.12,19.2
2,1,2025-02,160,0,0,160,0.09,14.4
2,1,2025-03,160,0,0,160,0.1,16.0
2,1,2025-04,160,0,0,160,0.1,16.0
2,1,2025-05,160,3,0,157,0.11,17.27
2,1,2025-06,157,0,0,157,0.09,14.13
2,1,2025-07,157,2,0,155,0.11,17.05
2,1,2025-08,155,3,0,152,0.12,18.24
2,1,2025-09,152,1,0,151,0.09,13.59
2,1,2025-10,151,0,0,151,0.11,16.61
2,1,2025-11,151,0,0,151,0.11,16.61
2,1,2025-12,151,4,0,147,0.11,16.17
2,2,2023-01,53,0,5,58,0.12,6.96
2,2,2023-02,58,0,0,58,0.11,6.38
2,2,2023-03,58,0,0,58,0.12,6.96
2,2,2023-04,58,1,0,57,0.12,6.84
2,2,2023-05,57,2,0,55,0.09,4.95
2,2,2023-06,55,0,0,55,0.09,4.95
2,2,2023-07,55,4,0,51,0.09,4.59
2,2,2023-08,51,0,0,51,0.11,5.61
2,2,2023-09,51,0,0,51,0.12,6.12
2,2,2023-10,51,1,4,54,0.1,5.4
2,2,2023-11,54,0,0,54,0.11,5.94
2,2,2023-12,54,7,11,58,0.09,5.22
2,2,2024-01,58,0,0,58,0.09,5.22
2,2,2024-02,58,0,0,58,0.12,6.96
2,2,2024-03,58,0,0,58,0.11,6.38
2,2,2024-04,58,2,0,56,0.09,5.04
2,2,2024-05,56,3,0,53,0.1,5.3
2,2,2024-06,53,0,0,53,0.09,4.77
2,2,2024-07,53,3,3,53,0.1,5.3
2,2,2024-08,53,2,5,56,0.1,5.6
2,2,2024-09,56,0,0,56,0.1,5.6
2,2,2024-10,56,0,0,56,0.12,6.72
2,2,2024-11,56,0,0,56,0.09,5.04
2,2,2024-12,56,0,0,56,0.1,5.6
2,2,2025-01,56,0,0,56,0.11,6.16
2,2,2025-02,56,0,0,56,0.12,6.72
2,2,2025-03,56,0,0,56,0.11,6.16
2,2,2025-04,56,0,0,56,0.09,5.04
2,2,2025-05,56,8,0,48,0.1,4.8
2,2,2025-06,48,0,0,48,0.12,5.76
2,2,2025-07,48,4,0,44,0.12,5.28
2,2,2025-08,44,1,0,43,0.11,4.73
2,2,2025-09,43,1,6,48,0.09,4.32
2,2,2025-10,48,0,11,59,0.12,7.08
2,2,2025-11,59,0,0,59,0.09,5.31
2,2,2025-12,59,2,0,57,0.11,6.27
2,3,2023-01,86,0,0,86,0.1,8.6
2,3,2023-02,86,0,0,86,0.09,7.74
2,3,2023-03,86,1,0,85,0.09,7.65
2,3,2023-04,85,2,0,83,0.1,8.3
2,3,2023-05,83,9,0,74,0.1,7.4
2,3,2023-06,74,0,0,74,0.09,6.66
2,3,2023-07,74,0,0,74,0.12,8.88
2,3,2023-08,74,0,0,74,0.09,6.66
2,3,2023-09,74,14,0,60,0.11,6.6
2,3,2023-10,60,1,0,59,0.12,7.08
2,3,2023-11,59,0,1,60,0.12,7.2
2,3,2023-12,60,0,0,60,0.11,6.6
2,3,2024-01,60,0,0,60,0.11,6.6
2,3,2024-02,60,2,0,58,0.1,5.8
2,3,2024-03,58,5,0,53,0.09,4.77
2,3,2024-04,53,0,0,53,0.12,6.36
2,3,2024-05,53,0,0,53,0.1,5.3
2,3,2024-06,53,0,0,53,0.09,4.77
2,3,2024-07,53,0,0,53,0.1,5.3
2,3,2024-08,53,4,0,49,0.09,4.41
2,3,2024-09,49,2,0,47,0.1,4.7
2,3,2024-10,47,0,13,60,0.11,6.6
2,3,2024-11,60,0,0,60,0.12,7.2
2,3,2024-12,60,7,0,53,0.1,5.3
2,3,2025-01,53,0,0,53,0.09,4.77
2,3,2025-02,53,0,5,58,0.1,5.8
2,3,2025-03,58,3,0,55,0.11,6.05
2,3,2025-04,55,0,0,55,0.1,5.5
2,3,2025-05,55,5,0,50,0.11,5.5
2,3,2025-06,50,0,10,60,0.11,6.6
2,3,2025-07,60,0,0,60,0.12,7.2
2,3,2025-08,60,0,0,60,0.11,6.6
2,3,2025-09,60,0,0,60,0.11,6.6
2,3,2025-10,60,0,0,60,0.09,5.4
2,3,2025-11,60,0,0,60,0.12,7.2
2,3,2025-12,60,0,0,60,0.11,6.6
2,4,2023-01,90,0,0,90,0.12,10.8
2,4,2023-02,90,0,0,90,0.09,8.1
2,4,2023-03,90,0,0,90,0.09,8.1
2,4,2023-04,90,0,0,90,0.12,10.8
2,4,2023-05,90,3,0,87,0.12,10.44
2,4,2023-06,87,0,0,87,0.11,9.57
2,4,2023-07,87,0,0,87,0.12,10.44
2,4,2023-08,87,6,0,81,0.11,8.91
2,4,2023-09,81,3,0,78,0.09,7.02
2,4,2023-10,78,0,0,78,0.1,7.8
2,4,2023-11,78,3,0,75,0.09,6.75
2,4,2023-12,75,4,0,71,0.12,8.52
2,4,2024-01,71,0,0,71,0.09,6.39
2,4,2024-02,71,0,0,71,0.11,7.81
